dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
filmvoorstelling,film screening,B1,noun,"Culture, education and media",De filmvoorstelling begint om halfacht.,The film screening starts at half past seven.,,B1;production,de,filmvoorstellingen,,,,,,,,,false
fotografie,photography,B1,noun,"Culture, education and media",Fotografie helpt me om beter naar mijn omgeving te kijken.,Photography helps me observe my surroundings more closely.,,B1;production,de,fotografieën,fotografietje,,,,,,,,false
fragment,fragment; excerpt,B1,noun,"Culture, education and media",We luisteren naar een kort fragment uit het interview.,We are listening to a short excerpt from the interview.,,B1;production,het,fragmenten,fragmentje,,,,,,,,false
galerie,art gallery,B1,noun,"Culture, education and media",In de galerie hangen foto's van plaatselijke kunstenaars.,The gallery displays photographs by local artists.,,B1;production,de,galerieën / galeries,galerietje,,,,,,,,false
geschiedenis,history,B1,noun,"Culture, education and media",Ik wil meer leren over de geschiedenis van Nederland.,I want to learn more about the history of the Netherlands.,,B1;production,de,geschiedenissen,geschiedenisje,,,,,,,,false
grafiek,graph; chart,B1,noun,"Culture, education and media",De grafiek toont de groei van het aantal bezoekers.,The graph shows the growth in visitor numbers.,,B1;production,de,grafieken,grafiekje,,,,,,,,false
hoofdrol,leading role,B1,noun,"Culture, education and media",Zij speelt de hoofdrol in een nieuwe film.,She plays the leading role in a new film.,,B1;production,de,hoofdrollen,hoofdrolletje,,,,,,,,false
illustratie,illustration,B1,noun,"Culture, education and media",De illustratie helpt kinderen om het verhaal te begrijpen.,The illustration helps children understand the story.,,B1;production,de,illustraties,illustratietje,,,,,,,,false
inleiding,introduction,B1,noun,"Culture, education and media",In de inleiding vertel je waar de tekst over gaat.,"In the introduction, you explain what the text is about.",,B1;production,de,inleidingen,inleidinkje,,,,,,,,false
inspiratie,inspiration,B1,noun,"Culture, education and media",Een wandeling geeft me vaak nieuwe inspiratie.,A walk often gives me fresh inspiration.,,B1;production,de,inspiraties,inspiratietje,,,,,,,,false
interview,interview,B1,noun,"Culture, education and media",Tijdens het interview vertelde hij over zijn jeugd.,"During the interview, he spoke about his childhood.",,B1;production,het,interviews,interviewtje,,,,,,,,false
kijker,viewer,B1,noun,"Culture, education and media",De kijker kan zelf kiezen welke aflevering hij bekijkt.,The viewer can choose which episode to watch.,,B1;production,de,kijkers,kijkertje,,,,,,,,false
kunst,art,B1,noun,"Culture, education and media",In dit museum vind je kunst uit verschillende eeuwen.,This museum contains art from different centuries.,,B1;production,de,kunsten,kunstje,,,,,,,,false
kunstenaar,artist,B1,noun,"Culture, education and media",De kunstenaar gebruikt oude materialen voor haar beelden.,The artist uses old materials for her sculptures.,,B1;production,de,kunstenaars,kunstenaartje,,,,,,,,false
leermiddel,learning resource,B1,noun,"Culture, education and media",Een woordenboek is een nuttig leermiddel.,A dictionary is a useful learning resource.,,B1;production,het,leermiddelen,,,,,,,,,false
leeromgeving,learning environment,B1,noun,"Culture, education and media",Een veilige leeromgeving maakt vragen stellen gemakkelijker.,A safe learning environment makes it easier to ask questions.,,B1;production,de,leeromgevingen,,,,,,,,,false
leerproces,learning process,B1,noun,"Culture, education and media",Fouten maken hoort bij het leerproces.,Making mistakes is part of the learning process.,,B1;production,het,leerprocessen,,,,,,,,,false
leerstrategie,learning strategy,B1,noun,"Culture, education and media",Welke leerstrategie werkt het beste voor jou?,Which learning strategy works best for you?,,B1;production,de,leerstrategieën,,,,,,,,,false
lezer,reader,B1,noun,"Culture, education and media",De schrijver spreekt de lezer rechtstreeks aan.,The writer addresses the reader directly.,,B1;production,de,lezers,lezertje,,,,,,,,false
lezing,lecture; talk,B1,noun,"Culture, education and media",Vanavond is er een lezing over stadsnatuur.,There is a talk about urban nature this evening.,,B1;production,de,lezingen,lezinkje,,,,,,,,false
literatuur,literature,B1,noun,"Culture, education and media",Op school las ik vooral Nederlandse literatuur.,"At school, I mainly read Dutch literature.",,B1;production,de,literaturen,,,,,,,,,false
luisteraar,listener,B1,noun,"Culture, education and media",De luisteraar kan vragen insturen voor het radioprogramma.,Listeners can send in questions for the radio programme.,,B1;production,de,luisteraars,luisteraartje,,,,,,,,false
meesterwerk,masterpiece,B1,noun,"Culture, education and media",Dit schilderij geldt als een meesterwerk.,This painting is considered a masterpiece.,,B1;production,het,meesterwerken,meesterwerkje,,,,,,,,false
misinformatie,misinformation,B1,noun,"Culture, education and media",Controleer berichten om misinformatie niet verder te verspreiden.,Check messages so that you do not spread misinformation further.,,B1;production,de,misinformaties,,,,,,,,,false
naslagwerk,reference work,B1,noun,"Culture, education and media",Dit naslagwerk geeft antwoord op veel taalvragen.,This reference work answers many language questions.,,B1;production,het,naslagwerken,naslagwerkje,,,,,,,,false
nieuwsbericht,news report,B1,noun,"Culture, education and media",Het nieuwsbericht werd later aangevuld met extra informatie.,The news report was later updated with additional information.,,B1;production,het,nieuwsberichten,,,,,,,,,false
nieuwsgierigheid,curiosity,B1,noun,"Culture, education and media",Uit nieuwsgierigheid bezocht ik de open dag.,I visited the open day out of curiosity.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
ondertiteling,subtitles; subtitling,B1,noun,"Culture, education and media",Met Nederlandse ondertiteling begrijp ik de film beter.,I understand the film better with Dutch subtitles.,,B1;production,de,ondertitelingen,,,,,,,,,false
onderwijs,education,B1,noun,"Culture, education and media",Goed onderwijs biedt kinderen meer kansen.,Good education gives children more opportunities.,No usual plural in this sense.,B1;production,het,,,,,,,,,,false
opname,recording,B1,noun,"Culture, education and media",De opname van de lezing staat morgen online.,The recording of the lecture will be online tomorrow.,,B1;production,de,opnamen / opnames,opnametje,,,,,,,,false
overdracht,transfer; handover,B1,noun,"Culture, education and media",Een goede overdracht van kennis kost tijd.,Transferring knowledge effectively takes time.,,B1;production,de,overdrachten,overdrachtje,,,,,,,,false
podcast,podcast,B1,noun,"Culture, education and media",Onderweg luister ik naar een podcast over geschiedenis.,"On the way, I listen to a podcast about history.",,B1;production,de,podcasts,podcastje,,,,,,,,false
praktijkvoorbeeld,practical example,B1,noun,"Culture, education and media",Met een praktijkvoorbeeld wordt de theorie begrijpelijker.,A practical example makes the theory easier to understand.,,B1;production,het,praktijkvoorbeelden,,,,,,,,,false
publicatie,publication,B1,noun,"Culture, education and media",De publicatie is gratis te downloaden.,The publication can be downloaded for free.,,B1;production,de,publicaties,publicatietje,,,,,,,,false
reactietijd,response time,B1,noun,"Culture, education and media",Bij deze oefening meten we je reactietijd.,"In this exercise, we measure your response time.",,B1;production,de,reactietijden,,,,,,,,,false
redactie,editorial team,B1,noun,"Culture, education and media",De redactie controleert het artikel voor publicatie.,The editorial team checks the article before publication.,,B1;production,de,redacties,redactietje,,,,,,,,false
referentie,reference,B1,noun,"Culture, education and media",Vermeld de referentie onderaan je tekst.,Give the reference at the bottom of your text.,,B1;production,de,referenties,referentietje,,,,,,,,false
samenvatting,summary,B1,noun,"Culture, education and media",Schrijf een korte samenvatting van het hoofdstuk.,Write a short summary of the chapter.,,B1;production,de,samenvattingen,samenvattinkje,,,,,,,,false
schrijfstijl,writing style,B1,noun,"Culture, education and media",Haar heldere schrijfstijl maakt moeilijke onderwerpen toegankelijk.,Her clear writing style makes difficult subjects accessible.,,B1;production,de,schrijfstijlen,,,,,,,,,false
schrijver,writer,B1,noun,"Culture, education and media",De schrijver werkt aan een nieuw verhaal.,The writer is working on a new story.,,B1;production,de,schrijvers,schrijvertje,,,,,,,,false
scriptie,thesis; dissertation,B1,noun,"Culture, education and media",Voor haar scriptie interviewt ze buurtbewoners.,She is interviewing local residents for her thesis.,,B1;production,de,scripties,scriptietje,,,,,,,,false
serie,series,B1,noun,"Culture, education and media",Deze serie speelt zich af in Rotterdam.,This series is set in Rotterdam.,,B1;production,de,series / seriën,serietje,,,,,,,,false
specialisatie,specialisation,B1,noun,"Culture, education and media",Na de basisopleiding kies je een specialisatie.,"After the basic training, you choose a specialisation.",,B1;production,de,specialisaties,specialisatietje,,,,,,,,false
spreekvaardigheid,speaking skills,B1,noun,"Culture, education and media",Mijn spreekvaardigheid verbetert door dagelijkse gesprekken.,My speaking skills improve through daily conversations.,,B1;production,de,spreekvaardigheden,,,,,,,,,false
studiebegeleiding,study support,B1,noun,"Culture, education and media",De school biedt extra studiebegeleiding aan.,The school offers additional study support.,,B1;production,de,studiebegeleidingen,,,,,,,,,false
studiefinanciering,student finance,B1,noun,"Culture, education and media",Ik zoek informatie over studiefinanciering.,I am looking for information about student finance.,,B1;production,de,studiefinancieringen,studiefinancierinkje,,,,,,,,false
studiekeuze,choice of study programme,B1,noun,"Culture, education and media",Een open dag kan helpen bij je studiekeuze.,An open day can help you choose a study programme.,,B1;production,de,studiekeuzen / studiekeuzes,,,,,,,,,false
studielast,study workload,B1,noun,"Culture, education and media",De studielast is ongeveer tien uur per week.,The study workload is about ten hours a week.,,B1;production,de,studielasten,,,,,,,,,false
studietempo,pace of study,B1,noun,"Culture, education and media",Je kunt het studietempo aan je werk aanpassen.,You can adapt the pace of study to your work.,,B1;production,het,studietempo's / studietempi,,,,,,,,,false
talent,talent,B1,noun,"Culture, education and media",Zij heeft veel talent voor het vertellen van verhalen.,She has a great talent for storytelling.,,B1;production,het,talenten,talentje,,,,,,,,false
tentamen,university exam,B1,noun,"Culture, education and media",Volgende week heb ik een tentamen statistiek.,I have a statistics exam next week.,,B1;production,het,tentamens,tentamentje,,,,,,,,false
toelating,admission,B1,noun,"Culture, education and media",Voor toelating tot de opleiding moet je een gesprek voeren.,You must attend an interview to be admitted to the programme.,,B1;production,de,toelatingen,,,,,,,,,false
toespraak,speech,B1,noun,"Culture, education and media",De burgemeester hield een korte toespraak.,The mayor gave a short speech.,,B1;production,de,toespraken,toespraakje,,,,,,,,false
trefwoord,keyword; headword,B1,noun,"Culture, education and media",Zoek in het woordenboek op het juiste trefwoord.,Look up the correct headword in the dictionary.,,B1;production,het,trefwoorden,trefwoordje,,,,,,,,false
uitgever,publisher,B1,noun,"Culture, education and media",De uitgever brengt het boek in oktober uit.,The publisher is releasing the book in October.,,B1;production,de,uitgevers,uitgevertje,,,,,,,,false
uitwisseling,exchange,B1,noun,"Culture, education and media",Tijdens de uitwisseling verbleef ik bij een gastgezin.,"During the exchange, I stayed with a host family.",,B1;production,de,uitwisselingen,uitwisselingetje,,,,,,,,false
uitzending,broadcast,B1,noun,"Culture, education and media",Je kunt de uitzending later terugkijken.,You can watch the broadcast again later.,,B1;production,de,uitzendingen,uitzendinkje,,,,,,,,false
vervolg,continuation; sequel,B1,noun,"Culture, education and media",Ik ben benieuwd naar het vervolg van het verhaal.,I am curious about the continuation of the story.,,B1;production,het,vervolgen,vervolgje,,,,,,,,false
voorkennis,prior knowledge,B1,noun,"Culture, education and media",Voor deze cursus is geen voorkennis nodig.,No prior knowledge is needed for this course.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
woordenschat,vocabulary,B1,noun,"Culture, education and media",Door veel te lezen breid je je woordenschat uit.,Reading a lot expands your vocabulary.,No usual plural in this sense.,B1;production,de,,,,,,,,,,false
zelfstudie,independent study,B1,noun,"Culture, education and media",De opleiding combineert groepslessen met zelfstudie.,The programme combines group lessons with independent study.,,B1;production,de,zelfstudies,,,,,,,,,false
aangenaam,pleasant,B1,adjective,"Describing people, situations and ideas",De temperatuur is heel aangenaam.,The temperature is very pleasant.,,B1;production,,,,,,,,aangename,aangenamer,aangenaamst,false
aantrekkelijk,attractive,B1,adjective,"Describing people, situations and ideas",Dit is een aantrekkelijke aanbieding.,This is an attractive offer.,,B1;production,,,,,,,,aantrekkelijke,aantrekkelijker,aantrekkelijkst,false
actueel,current; topical,B1,adjective,"Describing people, situations and ideas",We bespreken een actueel onderwerp.,We discuss a current topic.,,B1;production,,,,,,,,actuele,actueler,actueelst,false
afhankelijk,dependent,B1,adjective,"Describing people, situations and ideas",We zijn afhankelijk van het openbaar vervoer.,We depend on public transport.,,B1;production,,,,,,,,afhankelijke,afhankelijker,afhankelijkst,false
afkomstig,originating from,B1,adjective,"Describing people, situations and ideas",Deze kaas is afkomstig uit Noord-Holland.,This cheese comes from North Holland.,,B1;production,,,,,,,,afkomstige,,,false
agressief,aggressive,B1,adjective,"Describing people, situations and ideas",De klant reageerde agressief.,The customer reacted aggressively.,,B1;production,,,,,,,,agressieve,agressiever,agressiefst,false
algemeen,general,B1,adjective,"Describing people, situations and ideas",Dit is een algemeen probleem.,This is a general problem.,,B1;production,,,,,,,,algemene,algemener,algemeenst,false
anoniem,anonymous,B1,adjective,"Describing people, situations and ideas",Je kunt de vragenlijst anoniem invullen.,You can complete the questionnaire anonymously.,,B1;production,,,,,,,,anonieme,anoniemer,anoniemst,false
begrijpelijk,understandable,B1,adjective,"Describing people, situations and ideas",Je reactie is heel begrijpelijk.,Your reaction is very understandable.,,B1;production,,,,,,,,begrijpelijke,begrijpelijker,begrijpelijkst,false
belachelijk,ridiculous,B1,adjective,"Describing people, situations and ideas",Dat is een belachelijke prijs.,That is a ridiculous price.,,B1;production,,,,,,,,belachelijke,belachelijker,belachelijkst,false
bereid,willing,B1,adjective,"Describing people, situations and ideas",Ik ben bereid om te helpen.,I am willing to help.,,B1;production,,,,,,,,bereide,,,false
bescheiden,modest,B1,adjective,"Describing people, situations and ideas",Ondanks haar succes blijft ze bescheiden.,Despite her success she remains modest.,,B1;production,,,,,,,,bescheiden,bescheidener,bescheidenst,false
betrouwbaar,reliable; trustworthy,B1,adjective,"Describing people, situations and ideas",We zoeken een betrouwbare oppas.,We are looking for a reliable babysitter.,,B1;production,,,,,,,,betrouwbare,betrouwbaarder,betrouwbaarst,false
bewoonbaar,habitable,B1,adjective,"Describing people, situations and ideas",Na de brand is het huis niet bewoonbaar.,After the fire the house is uninhabitable.,,B1;production,,,,,,,,bewoonbare,bewoonbaarder,bewoonbaarst,false
bewust,aware; deliberate,B1,adjective,"Describing people, situations and ideas",Ze is zich bewust van het risico.,She is aware of the risk.,,B1;production,,,,,,,,bewuste,bewuster,meest bewust,false
bruikbaar,usable; useful,B1,adjective,"Describing people, situations and ideas",Je gaf me veel bruikbare tips.,You gave me many useful tips.,,B1;production,,,,,,,,bruikbare,bruikbaarder,bruikbaarst,false
buitengewoon,extraordinary,B1,adjective,"Describing people, situations and ideas",Het was een buitengewone ervaring.,It was an extraordinary experience.,,B1;production,,,,,,,,buitengewone,buitengewoner,buitengewoonst,false
centraal,central,B1,adjective,"Describing people, situations and ideas",De bibliotheek heeft een centrale ligging.,The library has a central location.,,B1;production,,,,,,,,centrale,centraler,centraalst,false
constant,constant,B1,adjective,"Describing people, situations and ideas",De temperatuur blijft constant.,The temperature remains constant.,,B1;production,,,,,,,,constante,constanter,constantst,false
correct,correct,B1,adjective,"Describing people, situations and ideas",Zijn deze gegevens correct?,Are these details correct?,,B1;production,,,,,,,,correcte,correcter,correctst,false
creatief,creative,B1,adjective,"Describing people, situations and ideas",We zoeken een creatieve oplossing.,We are looking for a creative solution.,,B1;production,,,,,,,,creatieve,creatiever,creatiefst,false
dankbaar,grateful,B1,adjective,"Describing people, situations and ideas",Ik ben je dankbaar voor je hulp.,I am grateful for your help.,,B1;production,,,,,,,,dankbare,dankbaarder,dankbaarst,false
definitief,final; permanent,B1,adjective,"Describing people, situations and ideas",De definitieve beslissing valt morgen.,The final decision will be made tomorrow.,,B1;production,,,,,,,,definitieve,definitiever,definitiefst,false
degelijk,solid; reliable,B1,adjective,"Describing people, situations and ideas",We zoeken een degelijke tweedehands fiets.,We are looking for a solid second-hand bicycle.,,B1;production,,,,,,,,degelijke,degelijker,degelijkst,false
democratisch,democratic,B1,adjective,"Describing people, situations and ideas",De vereniging neemt een democratisch besluit.,The association makes a democratic decision.,,B1;production,,,,,,,,democratische,democratischer,meest democratisch,false
dodelijk,deadly; fatal,B1,adjective,"Describing people, situations and ideas",Roken kan dodelijke ziekten veroorzaken.,Smoking can cause fatal diseases.,,B1;production,,,,,,,,dodelijke,dodelijker,dodelijkst,false
dringend,urgent,B1,adjective,"Describing people, situations and ideas",Ik heb een dringende vraag.,I have an urgent question.,,B1;production,,,,,,,,dringende,dringender,dringendst,false
droevig,sad,B1,adjective,"Describing people, situations and ideas",Het boek heeft een droevig einde.,The book has a sad ending.,,B1;production,,,,,,,,droevige,droeviger,droevigst,false
dubbel,double,B1,adjective,"Describing people, situations and ideas",We kregen een dubbele rekening.,We received a duplicate bill.,,B1;production,,,,,,,,dubbele,,,false
duurzaam,sustainable; durable,B1,adjective,"Describing people, situations and ideas",We kiezen voor duurzame materialen.,We choose sustainable materials.,,B1;production,,,,,,,,duurzame,duurzamer,duurzaamst,false
eenvoudig,simple,B1,adjective,"Describing people, situations and ideas",De oplossing is vrij eenvoudig.,The solution is fairly simple.,,B1;production,,,,,,,,eenvoudige,eenvoudiger,eenvoudigst,false
eeuwig,eternal; endless,B1,adjective,"Describing people, situations and ideas",We willen niet eeuwig blijven wachten.,We do not want to keep waiting forever.,,B1;production,,,,,,,,eeuwige,eeuwiger,eeuwigst,false
eigenwijs,stubborn; headstrong,B1,adjective,"Describing people, situations and ideas",Mijn broer kan behoorlijk eigenwijs zijn.,My brother can be quite stubborn.,,B1;production,,,,,,,,eigenwijze,eigenwijzer,meest eigenwijs,false
emotioneel,emotional,B1,adjective,"Describing people, situations and ideas",Het afscheid was een emotioneel moment.,Saying goodbye was an emotional moment.,,B1;production,,,,,,,,emotionele,emotioneler,emotioneelst,false
ernstig,serious,B1,adjective,"Describing people, situations and ideas",Gelukkig is er geen ernstige schade.,Fortunately there is no serious damage.,,B1;production,,,,,,,,ernstige,ernstiger,ernstigst,false
eventueel,possible; potential,B1,adjective,"Describing people, situations and ideas",Eventuele vragen kunt u per e-mail stellen.,You can ask any questions by email.,,B1;production,,,,,,,,eventuele,,,false
exact,exact,B1,adjective,"Describing people, situations and ideas",Weet je het exacte adres?,Do you know the exact address?,,B1;production,,,,,,,,exacte,exacter,exactst,false
exclusief,exclusive,B1,adjective,"Describing people, situations and ideas",Dit hotel heeft een exclusief restaurant.,This hotel has an exclusive restaurant.,,B1;production,,,,,,,,exclusieve,exclusiever,exclusiefst,false
extreem,extreme,B1,adjective,"Describing people, situations and ideas",Bij extreme hitte werken we vroeger.,In extreme heat we start work earlier.,,B1;production,,,,,,,,extreme,extremer,extreemst,false
fel,bright; fierce,B1,adjective,"Describing people, situations and ideas",De felle zon schijnt in mijn ogen.,The bright sun shines in my eyes.,,B1;production,,,,,,,,felle,feller,felst,false
flauw,bland; weak,B1,adjective,"Describing people, situations and ideas",De soep smaakt een beetje flauw.,The soup tastes a little bland.,,B1;production,,,,,,,,flauwe,flauwer,flauwst,false
flink,considerable; substantial,B1,adjective,"Describing people, situations and ideas",We hebben een flinke afstand gelopen.,We have walked a considerable distance.,,B1;production,,,,,,,,flinke,flinker,flinkst,false
formeel,formal,B1,adjective,"Describing people, situations and ideas",De brief heeft een formele toon.,The letter has a formal tone.,,B1;production,,,,,,,,formele,formeler,formeelst,false
fysiek,physical,B1,adjective,"Describing people, situations and ideas",Deze baan is fysiek zwaar.,This job is physically demanding.,,B1;production,,,,,,,,fysieke,,,false
gebruikelijk,usual; customary,B1,adjective,"Describing people, situations and ideas",Is het gebruikelijk om vooraf te betalen?,Is it customary to pay in advance?,,B1;production,,,,,,,,gebruikelijke,gebruikelijker,gebruikelijkst,false
gedeeltelijk,partial,B1,adjective,"Describing people, situations and ideas",We krijgen een gedeeltelijke vergoeding.,We receive partial reimbursement.,,B1;production,,,,,,,,gedeeltelijke,,,false
gemeen,mean; nasty,B1,adjective,"Describing people, situations and ideas",Dat was een gemene opmerking.,That was a mean remark.,,B1;production,,,,,,,,gemene,gemener,gemeenst,false
gemiddeld,average,B1,adjective,"Describing people, situations and ideas",Het gemiddelde bedrag is vijftig euro.,The average amount is fifty euros.,,B1;production,,,,,,,,gemiddelde,gemiddelder,gemiddeldst,false
gerust,reassured; at ease,B1,adjective,"Describing people, situations and ideas",Ik ben pas gerust als je veilig thuis bent.,I will only feel at ease once you are safely home.,,B1;production,,,,,,,,geruste,geruster,meest gerust,false
gevoelig,sensitive,B1,adjective,"Describing people, situations and ideas",Mijn huid is gevoelig voor deze zeep.,My skin is sensitive to this soap.,,B1;production,,,,,,,,gevoelige,gevoeliger,gevoeligst,false
gevoelloos,numb; insensitive,B1,adjective,"Describing people, situations and ideas",Mijn vingers zijn gevoelloos van de kou.,My fingers are numb from the cold.,,B1;production,,,,,,,,gevoelloos,gevoellooser,meest gevoelloos,false
gezamenlijk,joint; shared,B1,adjective,"Describing people, situations and ideas",We hebben een gezamenlijke rekening.,We have a joint account.,,B1;production,,,,,,,,gezamenlijke,gezamenlijker,gezamenlijkst,false
grof,coarse; rude,B1,adjective,"Describing people, situations and ideas",Dat was een grove belediging.,That was a gross insult.,,B1;production,,,,,,,,grove,grover,grofst,false
grondig,thorough,B1,adjective,"Describing people, situations and ideas",De monteur doet een grondige controle.,The mechanic carries out a thorough check.,,B1;production,,,,,,,,grondige,grondiger,grondigst,false
gunstig,favourable,B1,adjective,"Describing people, situations and ideas",Het hotel heeft een gunstige ligging.,The hotel has a convenient location.,,B1;production,,,,,,,,gunstige,gunstiger,gunstigst,false
hartelijk,warm; cordial,B1,adjective,"Describing people, situations and ideas",We kregen een hartelijke ontvangst.,We received a warm welcome.,,B1;production,,,,,,,,hartelijke,hartelijker,hartelijkst,false
heftig,intense; severe,B1,adjective,"Describing people, situations and ideas",Dat was een heftige reactie.,That was an intense reaction.,,B1;production,,,,,,,,heftige,heftiger,heftigst,false
helder,clear; bright,B1,adjective,"Describing people, situations and ideas",Bedankt voor je heldere uitleg.,Thank you for your clear explanation.,,B1;production,,,,,,,,heldere,helderder,helderst,false
herkenbaar,recognisable,B1,adjective,"Describing people, situations and ideas",Het logo is duidelijk herkenbaar.,The logo is clearly recognisable.,,B1;production,,,,,,,,herkenbare,herkenbaarder,herkenbaarst,false
historisch,historical; historic,B1,adjective,"Describing people, situations and ideas",We wandelen door het historische centrum.,We are walking through the historic centre.,,B1;production,,,,,,,,historische,,,false
hopeloos,hopeless,B1,adjective,"Describing people, situations and ideas",De situatie leek eerst hopeloos.,At first the situation seemed hopeless.,,B1;production,,,,,,,,hopeloze,hopelozer,meest hopeloos,false
illegaal,illegal,B1,adjective,"Describing people, situations and ideas",Hier afval dumpen is illegaal.,Dumping waste here is illegal.,,B1;production,,,,,,,,illegale,illegaler,illegaalst,false
indrukwekkend,impressive,B1,adjective,"Describing people, situations and ideas",De tentoonstelling is indrukwekkend.,The exhibition is impressive.,,B1;production,,,,,,,,indrukwekkende,indrukwekkender,indrukwekkendst,false
informeel,informal,B1,adjective,"Describing people, situations and ideas",Het was een informeel gesprek.,It was an informal conversation.,,B1;production,,,,,,,,informele,informeler,informeelst,false
ingewikkeld,complicated,B1,adjective,"Describing people, situations and ideas",Het formulier is nogal ingewikkeld.,The form is rather complicated.,,B1;production,,,,,,,,ingewikkelde,ingewikkelder,ingewikkeldst,false
intelligent,intelligent,B1,adjective,"Describing people, situations and ideas",Ze stelt intelligente vragen.,She asks intelligent questions.,,B1;production,,,,,,,,intelligente,intelligenter,intelligentst,false
klassiek,classical; classic,B1,adjective,"Describing people, situations and ideas",Zij luistert graag naar klassieke muziek.,She enjoys listening to classical music.,,B1;production,,,,,,,,klassieke,klassieker,klassiekst,false
kleurrijk,colourful,B1,adjective,"Describing people, situations and ideas",De markt is een kleurrijke plek.,The market is a colourful place.,,B1;production,,,,,,,,kleurrijke,kleurrijker,kleurrijkst,false
koppig,stubborn,B1,adjective,"Describing people, situations and ideas",Hij is te koppig om hulp te vragen.,He is too stubborn to ask for help.,,B1;production,,,,,,,,koppige,koppiger,koppigst,false
krachtig,powerful,B1,adjective,"Describing people, situations and ideas",Het apparaat heeft een krachtige motor.,The device has a powerful motor.,,B1;production,,,,,,,,krachtige,krachtiger,krachtigst,false
kwetsbaar,vulnerable; fragile,B1,adjective,"Describing people, situations and ideas",Deze planten zijn kwetsbaar bij vorst.,These plants are vulnerable to frost.,,B1;production,,,,,,,,kwetsbare,kwetsbaarder,kwetsbaarst,false
landelijk,national; rural,B1,adjective,"Describing people, situations and ideas",De organisatie organiseert een landelijke actie.,The organisation is organising a nationwide campaign.,.,B1;production,,,,,,,,landelijke,landelijker,landelijkst,false
lastig,difficult; awkward,B1,adjective,"Describing people, situations and ideas",Dat is een lastige vraag.,That is a difficult question.,,B1;production,,,,,,,,lastige,lastiger,lastigst,false
legaal,legal,B1,adjective,"Describing people, situations and ideas",Is het legaal om hier te kamperen?,Is it legal to camp here?,,B1;production,,,,,,,,legale,legaler,legaalst,false
levendig,lively,B1,adjective,"Describing people, situations and ideas",Het plein is 's avonds heel levendig.,The square is very lively in the evening.,,B1;production,,,,,,,,levendige,levendiger,levendigst,false
lichamelijk,physical; bodily,B1,adjective,"Describing people, situations and ideas",De baan vraagt veel lichamelijke inspanning.,The job requires a lot of physical effort.,,B1;production,,,,,,,,lichamelijke,lichamelijker,lichamelijkst,false
logisch,logical,B1,adjective,"Describing people, situations and ideas",Dat lijkt mij een logische keuze.,That seems like a logical choice to me.,,B1;production,,,,,,,,logische,logischer,meest logisch,false
loyaal,loyal,B1,adjective,"Describing people, situations and ideas",Ze is een loyale vriendin.,She is a loyal friend.,,B1;production,,,,,,,,loyale,loyaler,loyaalst,false
maximaal,maximum,B1,adjective,"Describing people, situations and ideas",De maximale snelheid is hier dertig kilometer per uur.,The maximum speed here is thirty kilometres per hour.,,B1;production,,,,,,,,maximale,maximaler,maximaalst,false
medisch,medical,B1,adjective,"Describing people, situations and ideas",Voor medische vragen kunt u uw huisarts bellen.,For medical questions you can call your GP.,,B1;production,,,,,,,,medische,,,false
menselijk,human,B1,adjective,"Describing people, situations and ideas",Iedereen maakt weleens een menselijke fout.,Everyone makes a human error sometimes.,,B1;production,,,,,,,,menselijke,menselijker,menselijkst,false
mentaal,mental,B1,adjective,"Describing people, situations and ideas",Een verhuizing kan mentaal zwaar zijn.,Moving house can be mentally demanding.,,B1;production,,,,,,,,mentale,mentaler,mentaalst,false
milieuvriendelijk,environmentally friendly,B1,adjective,"Describing people, situations and ideas",We kiezen een milieuvriendelijk schoonmaakmiddel.,We choose an environmentally friendly cleaning product.,,B1;production,,,,,,,,milieuvriendelijke,milieuvriendelijker,milieuvriendelijkst,false
minimaal,minimum; minimal,B1,adjective,"Describing people, situations and ideas",De minimale leeftijd is achttien jaar.,The minimum age is eighteen.,,B1;production,,,,,,,,minimale,minimaler,minimaalst,false
moedig,brave,B1,adjective,"Describing people, situations and ideas",Het was een moedige beslissing.,It was a brave decision.,,B1;production,,,,,,,,moedige,moediger,moedigst,false
mondeling,oral; spoken,B1,adjective,"Describing people, situations and ideas",Je krijgt ook een mondeling examen.,You will also have an oral exam.,,B1;production,,,,,,,,mondelinge,,,false
nationaal,national,B1,adjective,"Describing people, situations and ideas",Het nationale team speelt vanavond.,The national team is playing tonight.,,B1;production,,,,,,,,nationale,nationaler,nationaalst,false
nauwkeurig,accurate; precise,B1,adjective,"Describing people, situations and ideas",We hebben nauwkeurige metingen nodig.,We need accurate measurements.,,B1;production,,,,,,,,nauwkeurige,nauwkeuriger,nauwkeurigst,false
negatief,negative,B1,adjective,"Describing people, situations and ideas",De verandering heeft ook negatieve gevolgen.,The change also has negative consequences.,,B1;production,,,,,,,,negatieve,negatiever,negatiefst,false
neutraal,neutral,B1,adjective,"Describing people, situations and ideas",De voorzitter blijft neutraal.,The chairperson remains neutral.,,B1;production,,,,,,,,neutrale,neutraler,neutraalst,false
noodzakelijk,necessary,B1,adjective,"Describing people, situations and ideas",Een afspraak is niet noodzakelijk.,An appointment is not necessary.,,B1;production,,,,,,,,noodzakelijke,noodzakelijker,noodzakelijkst,false
