dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
hobby,hobby,A1,noun,Calendar and leisure,Koken is mijn hobby.,Cooking is my hobby.,,,de,hobby's,,,,,,,,,false
zijn,to be,A1,verb,Essential actions,Ik ben thuis.,I am at home.,,,,,,irregular,false,zijn,geweest,,,,false
hebben,to have,A1,verb,Essential actions,Wij hebben een hond.,We have a dog.,,,,,,irregular,false,hebben,gehad,,,,false
worden,to become,A1,verb,Essential actions,Het wordt koud.,It is getting cold.,,,,,,irregular,false,zijn,geworden,,,,false
gaan,to go,A1,verb,Essential actions,We gaan naar huis.,We are going home.,,,,,,irregular,false,zijn,gegaan,,,,false
komen,to come,A1,verb,Essential actions,Kom je morgen?,Are you coming tomorrow?,,,,,,irregular,false,zijn,gekomen,,,,false
doen,to do,A1,verb,Essential actions,Wat doe je vandaag?,What are you doing today?,,,,,,irregular,false,hebben,gedaan,,,,false
maken,to make,A1,verb,Essential actions,Ik maak een foto.,I am taking a photo.,,,,,,regular,false,hebben,gemaakt,,,,false
kunnen,can / to be able to,A1,verb,Essential actions,Kun je me helpen?,Can you help me?,The listed participle is used when applicable; before another infinitive the perfect commonly uses an infinitive instead (for example heeft moeten werken).,,,,,irregular,false,hebben,gekund,,,,false
willen,to want,A1,verb,Essential actions,Ik wil naar buiten.,I want to go outside.,The listed participle is used when applicable; before another infinitive the perfect commonly uses an infinitive instead (for example heeft moeten werken).,,,,,irregular,false,hebben,gewild,,,,false
moeten,must / to have to,A1,verb,Essential actions,Ik moet nu werken.,I have to work now.,The listed participle is used when applicable; before another infinitive the perfect commonly uses an infinitive instead (for example heeft moeten werken).,,,,,irregular,false,hebben,gemoeten,,,,false
mogen,may / to be allowed to,A1,verb,Essential actions,Mag ik hier zitten?,May I sit here?,The listed participle is used when applicable; before another infinitive the perfect commonly uses an infinitive instead (for example heeft moeten werken).,,,,,irregular,false,hebben,gemogen,,,,false
weten,to know (a fact),A1,verb,Essential actions,Weet je het antwoord?,Do you know the answer?,,,,,,irregular,false,hebben,geweten,,,,false
kennen,to know (be familiar with),A1,verb,Essential actions,Ik ken die vrouw.,I know that woman.,,,,,,regular,false,hebben,gekend,,,,false
zeggen,to say,A1,verb,Essential actions,Wat zeg je?,What are you saying?,,,,,,irregular,false,hebben,gezegd,,,,false
spreken,to speak,A1,verb,Essential actions,Ik spreek een beetje Nederlands.,I speak a little Dutch.,,,,,,irregular,false,hebben,gesproken,,,,false
praten,to talk,A1,verb,Essential actions,We praten over school.,We are talking about school.,,,,,,regular,false,hebben,gepraat,,,,false
vragen,to ask,A1,verb,Essential actions,Ik vraag de weg.,I am asking for directions.,"Mixed pattern: vroeg, gevraagd. Marked irregular because the simple past is irregular.",,,,,irregular,false,hebben,gevraagd,,,,false
antwoorden,to answer,A1,verb,Essential actions,Zij antwoordt meteen.,She answers straight away.,,,,,,regular,false,hebben,geantwoord,,,,false
luisteren,to listen,A1,verb,Essential actions,Luister naar de leraar.,Listen to the teacher.,,,,,,regular,false,hebben,geluisterd,,,,false
horen,to hear,A1,verb,Essential actions,Ik hoor een vogel.,I can hear a bird.,,,,,,regular,false,hebben,gehoord,,,,false
kijken,to look / watch,A1,verb,Essential actions,We kijken naar een film.,We are watching a film.,,,,,,irregular,false,hebben,gekeken,,,,false
zien,to see,A1,verb,Essential actions,Ik zie je fiets.,I can see your bicycle.,,,,,,irregular,false,hebben,gezien,,,,false
lezen,to read,A1,verb,Essential actions,Zij leest een boek.,She is reading a book.,,,,,,irregular,false,hebben,gelezen,,,,false
schrijven,to write,A1,verb,Essential actions,Schrijf je naam op.,Write down your name.,,,,,,irregular,false,hebben,geschreven,,,,false
leren,to learn,A1,verb,Essential actions,Ik leer elke dag Nederlands.,I learn Dutch every day.,,,,,,regular,false,hebben,geleerd,,,,false
begrijpen,to understand,A1,verb,Essential actions,Ik begrijp de vraag.,I understand the question.,,,,,,irregular,false,hebben,begrepen,,,,false
denken,to think,A1,verb,Essential actions,Ik denk aan mijn familie.,I am thinking of my family.,,,,,,irregular,false,hebben,gedacht,,,,false
vinden,to find / think of,A1,verb,Essential actions,Ik vind dit boek leuk.,I like this book.,,,,,,irregular,false,hebben,gevonden,,,,false
geven,to give,A1,verb,Essential actions,Geef me het boek.,Give me the book.,,,,,,irregular,false,hebben,gegeven,,,,false
nemen,to take,A1,verb,Essential actions,Ik neem de bus.,I am taking the bus.,,,,,,irregular,false,hebben,genomen,,,,false
eten,to eat,A1,verb,Daily routines,Wij eten om zes uur.,We eat at six.,Verb infinitive to eat; also the noun het eten (food). The nominal sense is not a separate entry.,,,,,irregular,false,hebben,gegeten,,,,false
drinken,to drink,A1,verb,Daily routines,Zij drinkt water.,She is drinking water.,,,,,,irregular,false,hebben,gedronken,,,,false
koken,to cook,A1,verb,Daily routines,Vandaag kook ik rijst.,Today I am cooking rice.,,,,,,regular,false,hebben,gekookt,,,,false
bakken,to bake / fry,A1,verb,Daily routines,We bakken een taart.,We are baking a cake.,"Mixed pattern: bakte, gebakken. Marked irregular because of the participle.",,,,,irregular,false,hebben,gebakken,,,,false
kopen,to buy,A1,verb,Daily routines,Ik koop een brood.,I am buying a loaf of bread.,,,,,,irregular,false,hebben,gekocht,,,,false
betalen,to pay,A1,verb,Daily routines,Kan ik hier betalen?,Can I pay here?,,,,,,regular,false,hebben,betaald,,,,false
kosten,to cost,A1,verb,Daily routines,Hoeveel kost deze tas?,How much does this bag cost?,,,,,,regular,false,hebben,gekost,,,,false
zoeken,to look for,A1,verb,Daily routines,Ik zoek mijn bril.,I am looking for my glasses.,,,,,,irregular,false,hebben,gezocht,,,,false
wonen,to live (reside),A1,verb,Daily routines,Wij wonen in een flat.,We live in a flat.,,,,,,regular,false,hebben,gewoond,,,,false
werken,to work,A1,verb,Daily routines,Zij werkt in een winkel.,She works in a shop.,,,,,,regular,false,hebben,gewerkt,,,,false
slapen,to sleep,A1,verb,Daily routines,De kinderen slapen al.,The children are already asleep.,,,,,,irregular,false,hebben,geslapen,,,,false
opstaan,to get up,A1,verb,Daily routines,Ik sta om zeven uur op.,I get up at seven.,,,,,,irregular,true,zijn,opgestaan,,,,false
wassen,to wash,A1,verb,Daily routines,Ik was mijn handen.,I am washing my hands.,,,,,,irregular,false,hebben,gewassen,,,,false
douchen,to shower,A1,verb,Daily routines,Ik douche elke ochtend.,I shower every morning.,,,,,,regular,false,hebben,gedoucht,,,,false
aankleden,to get dressed,A1,verb,Daily routines,Ik kleed me aan.,I am getting dressed.,,,,,,regular,true,hebben,aangekleed,,,,false
dragen,to wear / carry,A1,verb,Daily routines,Zij draagt een jas.,She is wearing a coat.,,,,,,irregular,false,hebben,gedragen,,,,false
lopen,to walk,A1,verb,Daily routines,Wij lopen naar school.,We walk to school.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,irregular,false,hebben / zijn,gelopen,,,,false
fietsen,to cycle,A1,verb,Daily routines,Ik fiets naar mijn werk.,I cycle to work.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,regular,false,hebben / zijn,gefietst,,,,false
rijden,to drive / ride,A1,verb,Daily routines,Hij rijdt naar huis.,He is driving home.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,irregular,false,hebben / zijn,gereden,,,,false
reizen,to travel,A1,verb,Daily routines,Wij reizen met de trein.,We travel by train.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,regular,false,hebben / zijn,gereisd,,,,false
vliegen,to fly,A1,verb,Daily routines,Morgen vliegen we naar Spanje.,Tomorrow we are flying to Spain.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,irregular,false,hebben / zijn,gevlogen,,,,false
zwemmen,to swim,A1,verb,Daily routines,Ik zwem in het zwembad.,I swim in the swimming pool.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,irregular,false,hebben / zijn,gezwommen,,,,false
wandelen,to go for a walk,A1,verb,Daily routines,We wandelen in het park.,We are walking in the park.,Auxiliary depends on construction: hebben often for an activity or transitive use; zijn for direction or a change of state.,,,,,regular,false,hebben / zijn,gewandeld,,,,false
spelen,to play,A1,verb,Daily routines,De kinderen spelen buiten.,The children are playing outside.,,,,,,regular,false,hebben,gespeeld,,,,false
zitten,to sit,A1,verb,Daily routines,Ik zit naast het raam.,I am sitting beside the window.,,,,,,irregular,false,hebben,gezeten,,,,false
staan,to stand,A1,verb,Daily routines,Zij staat bij de deur.,She is standing by the door.,,,,,,irregular,false,hebben,gestaan,,,,false
liggen,to lie (be positioned),A1,verb,Daily routines,Het boek ligt op tafel.,The book is lying on the table.,,,,,,irregular,false,hebben,gelegen,,,,false
blijven,to stay,A1,verb,Daily routines,We blijven vandaag thuis.,We are staying at home today.,,,,,,irregular,false,zijn,gebleven,,,,false
wachten,to wait,A1,verb,Daily routines,Ik wacht op de bus.,I am waiting for the bus.,,,,,,regular,false,hebben,gewacht,,,,false
beginnen,to begin,A1,verb,Daily routines,De les begint nu.,The lesson begins now.,,,,,,irregular,false,zijn,begonnen,,,,false
stoppen,to stop,A1,verb,Everyday interaction,De bus stopt bij het station.,The bus stops at the station.,Stopping an activity or movement normally uses zijn; putting something into a bag uses hebben.,,,,,regular,false,hebben / zijn,gestopt,,,,false
openen,to open,A1,verb,Everyday interaction,Ik open het raam.,I am opening the window.,,,,,,regular,false,hebben,geopend,,,,false
sluiten,to close,A1,verb,Everyday interaction,"Sluit de deur, alstublieft.",Please close the door.,,,,,,irregular,false,hebben,gesloten,,,,false
helpen,to help,A1,verb,Everyday interaction,Wil je mij helpen?,Will you help me?,,,,,,irregular,false,hebben,geholpen,,,,false
bellen,to phone,A1,verb,Everyday interaction,Ik bel mijn moeder.,I am phoning my mother.,,,,,,regular,false,hebben,gebeld,,,,false
bezoeken,to visit,A1,verb,Everyday interaction,We bezoeken onze vrienden.,We are visiting our friends.,,,,,,irregular,false,hebben,bezocht,,,,false
ontmoeten,to meet,A1,verb,Everyday interaction,Ik ontmoet mijn collega bij het station.,I am meeting my colleague at the station.,,,,,,regular,false,hebben,ontmoet,,,,false
houden,to like / love (with van),A1,verb,Everyday interaction,Ik houd van muziek.,I love music.,"In the meaning like/love, use houden van. The verb has other meanings, including hold and keep.",,,,,irregular,false,hebben,gehouden,,,,false
heten,to be called,A1,verb,Everyday interaction,Hoe heet je?,What is your name?,"Mixed pattern: heette, geheten. Marked irregular because of the participle.",,,,,irregular,false,hebben,geheten,,,,false
voelen,to feel,A1,verb,Everyday interaction,Ik voel me goed.,I feel good.,,,,,,regular,false,hebben,gevoeld,,,,false
lachen,to laugh,A1,verb,Everyday interaction,De baby lacht.,The baby is laughing.,"Mixed pattern: lachte, gelachen. Marked irregular because of the participle.",,,,,irregular,false,hebben,gelachen,,,,false
huilen,to cry,A1,verb,Everyday interaction,Waarom huil je?,Why are you crying?,,,,,,regular,false,hebben,gehuild,,,,false
leven,to live (be alive),A1,verb,Everyday interaction,Vissen leven in het water.,Fish live in water.,,,,,,regular,false,hebben,geleefd,,,,false
gebruiken,to use,A1,verb,Everyday interaction,Mag ik je telefoon gebruiken?,May I use your phone?,,,,,,regular,false,hebben,gebruikt,,,,false
pakken,to grab / take,A1,verb,Everyday interaction,Pak je tas.,Take your bag.,,,,,,regular,false,hebben,gepakt,,,,false
brengen,to bring,A1,verb,Everyday interaction,Ik breng je naar huis.,I will take you home.,,,,,,irregular,false,hebben,gebracht,,,,false
halen,to fetch / get,A1,verb,Everyday interaction,Ik haal brood bij de bakker.,I get bread from the baker.,,,,,,regular,false,hebben,gehaald,,,,false
krijgen,to get / receive,A1,verb,Everyday interaction,Ik krijg een cadeau.,I am receiving a present.,,,,,,irregular,false,hebben,gekregen,,,,false
sturen,to send,A1,verb,Everyday interaction,Ik stuur je een bericht.,I will send you a message.,,,,,,regular,false,hebben,gestuurd,,,,false
leggen,to put (lying down),A1,verb,Everyday interaction,Leg het boek op tafel.,Put the book on the table.,,,,,,regular,false,hebben,gelegd,,,,false
zetten,to put (upright),A1,verb,Everyday interaction,Zet de fles op tafel.,Put the bottle on the table.,,,,,,regular,false,hebben,gezet,,,,false
laten,to let / leave,A1,verb,Everyday interaction,Laat de deur open.,Leave the door open.,The listed participle is used when applicable; before another infinitive the perfect commonly uses an infinitive instead (for example heeft moeten werken).,,,,,irregular,false,hebben,gelaten,,,,false
proberen,to try,A1,verb,Everyday interaction,Probeer het nog eens.,Try it again.,,,,,,regular,false,hebben,geprobeerd,,,,false
kiezen,to choose,A1,verb,Everyday interaction,Welke kleur kies je?,Which colour do you choose?,,,,,,irregular,false,hebben,gekozen,,,,false
vergeten,to forget,A1,verb,Everyday interaction,Ik ben mijn sleutel vergeten.,I have forgotten my key.,Both hebben and zijn occur. Forgetting to bring or do something commonly uses zijn.,,,,,irregular,false,hebben / zijn,vergeten,,,,false
vertellen,to tell,A1,verb,Everyday interaction,Vertel me over je werk.,Tell me about your work.,,,,,,regular,false,hebben,verteld,,,,false
oefenen,to practise,A1,verb,Everyday interaction,We oefenen samen.,We practise together.,,,,,,regular,false,hebben,geoefend,,,,false
tekenen,to draw,A1,verb,Everyday interaction,Het kind tekent een huis.,The child is drawing a house.,,,,,,regular,false,hebben,getekend,,,,false
zingen,to sing,A1,verb,Everyday interaction,Zij zingt een lied.,She is singing a song.,,,,,,irregular,false,hebben,gezongen,,,,false
dansen,to dance,A1,verb,Everyday interaction,We dansen op het feest.,We are dancing at the party.,,,,,,regular,false,hebben,gedanst,,,,false
goed,good,A1,adjective,Basic descriptions,Het eten is goed.,The food is good.,,,,,,,,,,goede,beter,best,false
slecht,bad,A1,adjective,Basic descriptions,Het weer is slecht.,The weather is bad.,,,,,,,,,,slechte,slechter,slechtst,false
groot,big,A1,adjective,Basic descriptions,Wij hebben een grote tuin.,We have a big garden.,,,,,,,,,,grote,groter,grootst,false
klein,small,A1,adjective,Basic descriptions,Dat is een klein huis.,That is a small house.,,,,,,,,,,kleine,kleiner,kleinst,false
lang,long / tall,A1,adjective,Basic descriptions,Mijn broer is lang.,My brother is tall.,,,,,,,,,,lange,langer,langst,false
kort,short,A1,adjective,Basic descriptions,De film is kort.,The film is short.,,,,,,,,,,korte,korter,kortst,false
hoog,high,A1,adjective,Basic descriptions,Die boom is hoog.,That tree is tall.,,,,,,,,,,hoge,hoger,hoogst,false
laag,low,A1,adjective,Basic descriptions,Deze tafel is laag.,This table is low.,,,,,,,,,,lage,lager,laagst,false
breed,wide,A1,adjective,Basic descriptions,De straat is breed.,The street is wide.,,,,,,,,,,brede,breder,breedst,false
smal,narrow,A1,adjective,Basic descriptions,Dit is een smalle deur.,This is a narrow door.,,,,,,,,,,smalle,smaller,smalst,false
nieuw,new,A1,adjective,Basic descriptions,Ik heb een nieuwe fiets.,I have a new bicycle.,,,,,,,,,,nieuwe,nieuwer,nieuwst,false
oud,old,A1,adjective,Basic descriptions,Dit is een oud huis.,This is an old house.,,,,,,,,,,oude,ouder,oudst,false
jong,young,A1,adjective,Basic descriptions,De hond is nog jong.,The dog is still young.,,,,,,,,,,jonge,jonger,jongst,false
mooi,beautiful,A1,adjective,Basic descriptions,Wat een mooie bloem!,What a beautiful flower!,,,,,,,,,,mooie,mooier,mooist,false
lelijk,ugly,A1,adjective,Basic descriptions,Ik vind die kleur lelijk.,I think that colour is ugly.,,,,,,,,,,lelijke,lelijker,lelijkst,false
leuk,nice / fun,A1,adjective,Basic descriptions,Het feest is leuk.,The party is fun.,,,,,,,,,,leuke,leuker,leukst,false
lekker,tasty / pleasant,A1,adjective,Basic descriptions,De soep is lekker.,The soup is tasty.,,,,,,,,,,lekkere,lekkerder,lekkerst,false
duur,expensive,A1,adjective,Basic descriptions,Dat hotel is duur.,That hotel is expensive.,,,,,,,,,,dure,duurder,duurst,false
goedkoop,inexpensive,A1,adjective,Basic descriptions,Deze tas is goedkoop.,This bag is inexpensive.,,,,,,,,,,goedkope,goedkoper,goedkoopst,false
gratis,free of charge,A1,adjective,Basic descriptions,De koffie is gratis.,The coffee is free.,,,,,,,,,,gratis,,,false
warm,warm,A1,adjective,Basic descriptions,Het water is warm.,The water is warm.,,,,,,,,,,warme,warmer,warmst,false
koud,cold,A1,adjective,Basic descriptions,Mijn handen zijn koud.,My hands are cold.,,,,,,,,,,koude,kouder,koudst,false
heet,hot,A1,adjective,Basic descriptions,"Pas op, de thee is heet.","Careful, the tea is hot.",,,,,,,,,,hete,heter,heetst,false
koel,cool,A1,adjective,Basic descriptions,De kamer is lekker koel.,The room is pleasantly cool.,,,,,,,,,,koele,koeler,koelst,false
nat,wet,A1,adjective,Basic descriptions,Mijn jas is nat.,My coat is wet.,,,,,,,,,,natte,natter,natst,false
droog,dry,A1,adjective,Basic descriptions,De handdoek is droog.,The towel is dry.,,,,,,,,,,droge,droger,droogst,false
schoon,clean,A1,adjective,Basic descriptions,De keuken is schoon.,The kitchen is clean.,,,,,,,,,,schone,schoner,schoonst,false
vies,dirty,A1,adjective,Basic descriptions,Je schoenen zijn vies.,Your shoes are dirty.,,,,,,,,,,vieze,viezer,viest,false
vol,full,A1,adjective,Basic descriptions,De bus is vol.,The bus is full.,,,,,,,,,,volle,voller,volst,false
leeg,empty,A1,adjective,Basic descriptions,Mijn glas is leeg.,My glass is empty.,,,,,,,,,,lege,leger,leegst,false
makkelijk,easy,A1,adjective,Basic descriptions,Deze vraag is makkelijk.,This question is easy.,,,,,,,,,,makkelijke,makkelijker,makkelijkst,false
moeilijk,difficult,A1,adjective,Basic descriptions,Het huiswerk is moeilijk.,The homework is difficult.,,,,,,,,,,moeilijke,moeilijker,moeilijkst,false
snel,fast,A1,adjective,Basic descriptions,Die trein is snel.,That train is fast.,,,,,,,,,,snelle,sneller,snelst,false
langzaam,slow,A1,adjective,Basic descriptions,Deze computer is langzaam.,This computer is slow.,,,,,,,,,,langzame,langzamer,langzaamst,false
vroeg,early,A1,adjective,Basic descriptions,De vroege trein is rustig.,The early train is quiet.,,,,,,,,,,vroege,vroeger,vroegst,false
laat,late,A1,adjective,Basic descriptions,We nemen de late bus.,We are taking the late bus.,,,,,,,,,,late,later,laatst,false
licht,light (not heavy),A1,adjective,Basic descriptions,Deze tas is licht.,This bag is light.,,,,,,,,,,lichte,lichter,lichtst,false
zwaar,heavy,A1,adjective,Basic descriptions,Mijn koffer is zwaar.,My suitcase is heavy.,,,,,,,,,,zware,zwaarder,zwaarst,false
hard,hard,A1,adjective,Basic descriptions,Het brood is hard.,The bread is hard.,,,,,,,,,,harde,harder,hardst,false
zacht,soft,A1,adjective,Basic descriptions,Dit bed is zacht.,This bed is soft.,,,,,,,,,,zachte,zachter,zachtst,false
blij,happy,A1,adjective,Basic descriptions,Ik ben blij met je cadeau.,I am happy with your present.,,,,,,,,,,blije,blijer,blijst,false
boos,angry,A1,adjective,Basic descriptions,Waarom ben je boos?,Why are you angry?,,,,,,,,,,boze,bozer,boost,false
moe,tired,A1,adjective,Basic descriptions,Na het werk ben ik moe.,After work I am tired.,,,,,,,,,,,,,false
ziek,ill,A1,adjective,Basic descriptions,Zij is vandaag ziek.,She is ill today.,,,,,,,,,,zieke,zieker,ziekst,false
gezond,healthy,A1,adjective,Basic descriptions,Groente is gezond.,Vegetables are healthy.,,,,,,,,,,gezonde,gezonder,gezondst,false
druk,busy,A1,adjective,Basic descriptions,Het is druk in de winkel.,It is busy in the shop.,,,,,,,,,,drukke,drukker,drukst,false
rustig,quiet / calm,A1,adjective,Basic descriptions,De straat is rustig.,The street is quiet.,,,,,,,,,,rustige,rustiger,rustigst,false
aardig,kind / nice,A1,adjective,Basic descriptions,Onze buurman is aardig.,Our neighbour is nice.,,,,,,,,,,aardige,aardiger,aardigst,false
lief,sweet / kind,A1,adjective,Basic descriptions,Wat een lief kind!,What a sweet child!,,,,,,,,,,lieve,liever,liefst,false
bang,afraid,A1,adjective,Basic descriptions,Ik ben bang voor die hond.,I am afraid of that dog.,,,,,,,,,,bange,banger,bangst,false
rood,red,A1,adjective,Basic descriptions,Ik draag een rode jas.,I am wearing a red coat.,,,,,,,,,,rode,roder,roodst,false
blauw,blue,A1,adjective,Basic descriptions,De lucht is blauw.,The sky is blue.,,,,,,,,,,blauwe,blauwer,blauwst,false
geel,yellow,A1,adjective,Basic descriptions,Die bloem is geel.,That flower is yellow.,,,,,,,,,,gele,geler,geelst,false
groen,green,A1,adjective,Basic descriptions,De deur is groen.,The door is green.,,,,,,,,,,groene,groener,groenst,false
zwart,black,A1,adjective,Basic descriptions,Mijn schoenen zijn zwart.,My shoes are black.,,,,,,,,,,zwarte,zwarter,zwartst,false
wit,white,A1,adjective,Basic descriptions,Er staat een wit huis.,There is a white house.,,,,,,,,,,witte,witter,witst,false
grijs,grey,A1,adjective,Basic descriptions,De kat is grijs.,The cat is grey.,,,,,,,,,,grijze,grijzer,grijst,false
bruin,brown,A1,adjective,Basic descriptions,Ik heb bruine ogen.,I have brown eyes.,,,,,,,,,,bruine,bruiner,bruinst,false
oranje,orange (colour),A1,adjective,Basic descriptions,Zij draagt een oranje shirt.,She is wearing an orange shirt.,,,,,,,,,,oranje,,,false
roze,pink,A1,adjective,Basic descriptions,De baby heeft een roze jas.,The baby has a pink coat.,,,,,,,,,,roze,,,false
open,open,A1,adjective,Basic descriptions,Het raam is open.,The window is open.,,,,,,,,,,open,,,false
dicht,closed,A1,adjective,Basic descriptions,De winkel is dicht.,The shop is closed.,,,,,,,,,,,,,false
klaar,ready / finished,A1,adjective,Basic descriptions,Ben je klaar?,Are you ready?,,,,,,,,,,,,,false
vrij,free / off work,A1,adjective,Basic descriptions,Morgen ben ik vrij.,I am off tomorrow.,,,,,,,,,,vrije,vrijer,vrijst,false
jarig,having a birthday,A1,adjective,Basic descriptions,Ik ben vandaag jarig.,It is my birthday today.,,,,,,,,,,jarige,,,false
vriendelijk,friendly,A1,adjective,Basic descriptions,De leraar is vriendelijk.,The teacher is friendly.,,,,,,,,,,vriendelijke,vriendelijker,vriendelijkst,false
donker,dark,A1,adjective,Basic descriptions,Deze kamer is donker.,This room is dark.,,,,,,,,,,donkere,donkerder,donkerst,false
sterk,strong,A1,adjective,Basic descriptions,Mijn broer is sterk.,My brother is strong.,,,,,,,,,,sterke,sterker,sterkst,false
zwak,weak,A1,adjective,Basic descriptions,Ik voel me nog zwak.,I still feel weak.,,,,,,,,,,zwakke,zwakker,zwakst,false
belangrijk,important,A1,adjective,Basic descriptions,Dit is een belangrijke vraag.,This is an important question.,,,,,,,,,,belangrijke,belangrijker,belangrijkst,false
ik,I,A1,pronoun,People and questions,Ik woon hier.,I live here.,,,,,,,,,,,,,false
jij,"you (singular, informal)",A1,pronoun,People and questions,Waar woon jij?,Where do you live?,Stressed informal singular subject pronoun. Unstressed form: je.,,,,,,,,,,,,false
u,you (formal),A1,pronoun,People and questions,Wilt u koffie?,Would you like coffee?,,,,,,,,,,,,,false
hij,he,A1,pronoun,People and questions,Hij werkt vandaag.,He is working today.,,,,,,,,,,,,,false
zij,she / they,A1,pronoun,People and questions,Zij is mijn zus.,She is my sister.,Subject pronoun: she (singular) or they (plural). Unstressed form: ze.,,,,,,,,,,,,false
wij,we,A1,pronoun,People and questions,Wij gaan naar huis.,We are going home.,Stressed subject pronoun. Unstressed form: we.,,,,,,,,,,,,false
jullie,you (plural),A1,pronoun,People and questions,Komen jullie ook?,Are you coming too?,,,,,,,,,,,,,false
het,it,A1,pronoun,People and questions,Het is een mooi boek.,It is a beautiful book.,Personal pronoun it. Also the definite article for singular het-words; not counted as a second headword.,,,,,,,,,,,,false
dit,this (with het-words),A1,pronoun,People and questions,Dit boek is nieuw.,This book is new.,,,,,,,,,,,,,false
dat,that (with het-words),A1,pronoun,People and questions,Dat huis is groot.,That house is big.,,,,,,,,,,,,,false
deze,this / these,A1,pronoun,People and questions,Deze stoel is vrij.,This chair is free.,,,,,,,,,,,,,false
die,that / those,A1,pronoun,People and questions,Die jas is van mij.,That coat is mine.,,,,,,,,,,,,,false
mijn,my,A1,pronoun,People and questions,Dit is mijn fiets.,This is my bicycle.,,,,,,,,,,,,,false
jouw,"your (singular, informal)",A1,pronoun,People and questions,Is dat jouw tas?,Is that your bag?,,,,,,,,,,,,,false
uw,your (formal),A1,pronoun,People and questions,Wat is uw naam?,What is your name?,,,,,,,,,,,,,false
ons,our (with singular het-words),A1,pronoun,People and questions,Ons huis is klein.,Our house is small.,"Use ons before a singular het-word, onze before a de-word or plural. Also the object pronoun us.",,,,,,,,,,,,false
hun,their,A1,pronoun,People and questions,Hun kinderen spelen buiten.,Their children are playing outside.,"Possessive their. As an object pronoun, usage differs from hen; not a standard subject pronoun.",,,,,,,,,,,,false
wie,who,A1,pronoun,People and questions,Wie is die man?,Who is that man?,,,,,,,,,,,,,false
wat,what,A1,pronoun,People and questions,Wat wil je drinken?,What would you like to drink?,,,,,,,,,,,,,false
welke,which,A1,pronoun,People and questions,Welke bus neem je?,Which bus are you taking?,,,,,,,,,,,,,false
in,in,A1,preposition,Position and direction,De melk staat in de koelkast.,The milk is in the fridge.,,,,,,,,,,,,,false
op,on,A1,preposition,Position and direction,Het boek ligt op tafel.,The book is on the table.,,,,,,,,,,,,,false
aan,at / on (attached),A1,preposition,Position and direction,De foto hangt aan de muur.,The photo hangs on the wall.,,,,,,,,,,,,,false
bij,at / near,A1,preposition,Position and direction,Ik wacht bij de deur.,I am waiting by the door.,,,,,,,,,,,,,false
met,with,A1,preposition,Position and direction,Ik ga met mijn broer.,I am going with my brother.,,,,,,,,,,,,,false
zonder,without,A1,preposition,Position and direction,Ik drink koffie zonder melk.,I drink coffee without milk.,,,,,,,,,,,,,false
voor,for / in front of,A1,preposition,Position and direction,Dit cadeau is voor jou.,This present is for you.,,,,,,,,,,,,,false
achter,behind,A1,preposition,Position and direction,De fiets staat achter het huis.,The bicycle is behind the house.,,,,,,,,,,,,,false
naast,next to,A1,preposition,Position and direction,Ik zit naast mijn vriend.,I am sitting next to my friend.,,,,,,,,,,,,,false
onder,under,A1,preposition,Position and direction,De kat ligt onder de tafel.,The cat is under the table.,,,,,,,,,,,,,false
boven,above,A1,preposition,Position and direction,De lamp hangt boven de tafel.,The lamp hangs above the table.,,,,,,,,,,,,,false
naar,to (direction),A1,preposition,Position and direction,We gaan naar school.,We are going to school.,,,,,,,,,,,,,false
van,of / from,A1,preposition,Position and direction,Dit is de fiets van mijn zus.,This is my sister's bicycle.,,,,,,,,,,,,,false
uit,from / out of,A1,preposition,Position and direction,Ik kom uit Engeland.,I come from England.,,,,,,,,,,,,,false
en,and,A1,conjunction,Joining ideas,Ik drink thee en water.,I drink tea and water.,,,,,,,,,,,,,false
of,or,A1,conjunction,Joining ideas,Wil je thee of koffie?,Would you like tea or coffee?,,,,,,,,,,,,,false
maar,but,A1,conjunction,Joining ideas,"Ik wil komen, maar ik werk.","I want to come, but I am working.",,,,,,,,,,,,,false
want,because (coordinating),A1,conjunction,Joining ideas,"Ik blijf thuis, want ik ben ziek.",I am staying home because I am ill.,,,,,,,,,,,,,false
omdat,because (subordinating),A1,conjunction,Joining ideas,Ik eet omdat ik honger heb.,I am eating because I am hungry.,,,,,,,,,,,,,false
als,if / when,A1,conjunction,Joining ideas,Bel me als je thuis bent.,Call me when you are home.,,,,,,,,,,,,,false
hier,here,A1,adverb,Time and place,Kom hier zitten.,Come and sit here.,,,,,,,,,,,,,false
daar,there,A1,adverb,Time and place,Mijn fiets staat daar.,My bicycle is over there.,,,,,,,,,,,,,false
waar,where,A1,adverb,Time and place,Waar is het station?,Where is the station?,,,,,,,,,,,,,false
