@noun|Family and relationships
passagier|passenger|Elke passagier heeft een zitplaats.|Every passenger has a seat.|de|passagiers
conducteur|train conductor|De conducteur controleert mijn kaartje.|The conductor checks my ticket.|de|conducteurs
perron|platform|De trein vertrekt van perron vier.|The train leaves from platform four.|het|perrons
spoor|track|Let op de wijziging van het spoor.|Watch out for the change of track.|het|sporen
vertrek|departure|Het vertrek is om half negen.|Departure is at half past eight.|het|vertrekken
aankomst|arrival|De aankomst is een uur later.|Arrival is one hour later.|de|aankomsten
vertraging|delay|De trein heeft tien minuten vertraging.|The train is ten minutes late.|de|vertragingen
overstap|connection / change of train|Ik heb vijf minuten voor de overstap.|I have five minutes to change trains.|de|overstappen
verbinding|connection|Er is een directe verbinding met de stad.|There is a direct connection to the city.|de|verbindingen
retour|return ticket|Een retour is goedkoper dan twee enkele reizen.|A return ticket is cheaper than two singles.|het|retours
enkele reis|one-way journey / single ticket|Ik wil een enkele reis naar Utrecht.|I would like a single ticket to Utrecht.|de|enkele reizen
abonnement|subscription / season ticket|Mijn abonnement is een maand geldig.|My season ticket is valid for a month.|het|abonnementen
vervoersbewijs|travel ticket / pass|Houd uw vervoersbewijs bij de hand.|Keep your travel ticket ready.|het|vervoersbewijzen
automaat|vending machine|Koop een kaartje bij de automaat.|Buy a ticket from the machine.|de|automaten
zitplaats|seat|Is deze zitplaats vrij?|Is this seat free?|de|zitplaatsen
route|route|Welke route is het snelst?|Which route is fastest?|de|routes
dienstregeling|transport timetable|De nieuwe dienstregeling begint maandag.|The new timetable starts on Monday.|de|dienstregelingen
taxi|taxi|We nemen een taxi naar het hotel.|We are taking a taxi to the hotel.|de|taxi's
@noun|Roads and cycling
verkeer|traffic|Er is veel verkeer op deze weg.|There is a lot of traffic on this road.|het|
file|traffic jam|We staan al een uur in de file.|We have been stuck in traffic for an hour.|de|files
snelweg|motorway|Neem de snelweg richting het zuiden.|Take the motorway towards the south.|de|snelwegen
kruispunt|junction|Ga bij het kruispunt linksaf.|Turn left at the junction.|het|kruispunten
rotonde|roundabout|Neem de tweede afslag op de rotonde.|Take the second exit at the roundabout.|de|rotondes
verkeerslicht|traffic light|Het verkeerslicht staat op rood.|The traffic light is red.|het|verkeerslichten
zebrapad|pedestrian crossing|Steek over bij het zebrapad.|Cross at the pedestrian crossing.|het|zebrapaden
stoep|pavement|Loop op de stoep.|Walk on the pavement.|de|stoepen
fietspad|cycle path|Dit fietspad gaat door het park.|This cycle path goes through the park.|het|fietspaden
afslag|turn-off / exit|We hebben de afslag gemist.|We missed the turn-off.|de|afslagen
richting|direction|In welke richting ligt het station?|In which direction is the station?|de|richtingen
afstand|distance|Wat is de afstand naar school?|What is the distance to school?|de|afstanden
kilometer|kilometre|Het is nog één kilometer lopen.|It is another kilometre on foot.|de|kilometers
parkeerplaats|parking space|Er is geen vrije parkeerplaats.|There is no free parking space.|de|parkeerplaatsen
rijbewijs|driving licence|Heb je al een rijbewijs?|Do you have a driving licence yet?|het|rijbewijzen
benzine|petrol|We moeten benzine tanken.|We need to fill up with petrol.|de|
band|tyre|Mijn band is lek.|My tyre is flat.|de|banden
rem|brake|De rem van mijn fiets werkt niet.|My bicycle's brake does not work.|de|remmen
stuur|handlebars / steering wheel|Houd beide handen aan het stuur.|Keep both hands on the handlebars.|het|sturen
helm|helmet|Draag een helm op de scooter.|Wear a helmet on the scooter.|de|helmen
@noun|Travel and accommodation
luchthaven|airport|We zijn vroeg op de luchthaven.|We are early at the airport.|de|luchthavens
vlucht|flight|Onze vlucht vertrekt om tien uur.|Our flight departs at ten.|de|vluchten
bagage|luggage|Hoeveel bagage mag ik meenemen?|How much luggage may I take?|de|
handbagage|hand luggage|Deze tas mag mee als handbagage.|This bag can be taken as hand luggage.|de|
instapkaart|boarding pass|Laat uw instapkaart zien.|Show your boarding pass.|de|instapkaarten
douane|customs|Bij de douane moet ik mijn koffer openen.|I have to open my suitcase at customs.|de|
grens|border|We rijden de grens over.|We drive across the border.|de|grenzen
bestemming|destination|Wat is uw eindbestemming?|What is your final destination?|de|bestemmingen
reservering|reservation|Ik heb een reservering voor twee nachten.|I have a reservation for two nights.|de|reserveringen
receptie|reception desk|Haal je sleutel bij de receptie.|Collect your key at reception.|de|recepties
overnachting|overnight stay|Het ontbijt hoort bij de overnachting.|Breakfast is included in the overnight stay.|de|overnachtingen
camping|campsite|De camping ligt bij een meer.|The campsite is beside a lake.|de|campings
tent|tent|We slapen in een tent.|We sleep in a tent.|de|tenten
caravan|caravan|Onze caravan staat onder een boom.|Our caravan is under a tree.|de|caravans
slaapzak|sleeping bag|Mijn slaapzak is warm genoeg.|My sleeping bag is warm enough.|de|slaapzakken
toerist|tourist|De toerist maakt een foto.|The tourist takes a photo.|de|toeristen
gids|guide|De gids vertelt over de stad.|The guide talks about the city.|de|gidsen
plattegrond|street map / floor plan|Op de plattegrond zie je het museum.|You can see the museum on the map.|de|plattegronden
uitstapje|day trip / outing|We maken een uitstapje naar zee.|We are taking a day trip to the seaside.|het|uitstapjes
souvenir|souvenir|Ik koop een souvenir voor mijn ouders.|I buy a souvenir for my parents.|het|souvenirs
@noun|Places to visit
museum|museum|Het museum is op maandag gesloten.|The museum is closed on Mondays.|het|musea
theater|theatre|Het theater ligt naast de bibliotheek.|The theatre is next to the library.|het|theaters
bioscoop|cinema|We gaan naar de bioscoop.|We are going to the cinema.|de|bioscopen
kerk|church|De oude kerk staat op het plein.|The old church stands in the square.|de|kerken
moskee|mosque|De moskee ligt in onze buurt.|The mosque is in our neighbourhood.|de|moskeeën
kasteel|castle|We bezoeken een kasteel.|We are visiting a castle.|het|kastelen
toren|tower|Vanaf de toren zie je de hele stad.|From the tower you can see the whole city.|de|torens
haven|harbour|De boten liggen in de haven.|The boats are in the harbour.|de|havens
dierentuin|zoo|Zondag gaan we naar de dierentuin.|We are going to the zoo on Sunday.|de|dierentuinen
speeltuin|playground|De kinderen willen naar de speeltuin.|The children want to go to the playground.|de|speeltuinen
pretpark|amusement park|Het pretpark opent om tien uur.|The amusement park opens at ten.|het|pretparken
fontein|fountain|We spreken af bij de fontein.|We will meet at the fountain.|de|fonteinen
standbeeld|statue|Er staat een standbeeld voor het museum.|There is a statue in front of the museum.|het|standbeelden
centrum|centre|We lopen naar het centrum.|We are walking to the centre.|het|centra
terras|outdoor café seating / terrace|We drinken iets op het terras.|We have a drink on the terrace.|het|terrassen
uitzicht|view|De kamer heeft een prachtig uitzicht.|The room has a beautiful view.|het|uitzichten
bezienswaardigheid|sight / tourist attraction|Deze kerk is een bekende bezienswaardigheid.|This church is a well-known tourist attraction.|de|bezienswaardigheden
rondleiding|guided tour|De rondleiding duurt een uur.|The guided tour lasts an hour.|de|rondleidingen
toegang|admission / access|De toegang is gratis.|Admission is free.|de|toegangen
entree|entrance / admission charge|De entree kost vijf euro.|Admission costs five euros.|de|entrees
@noun|Leisure and culture
vrije tijd|leisure time|In mijn vrije tijd lees ik graag.|I like reading in my free time.|de|
concert|concert|Het concert begint om acht uur.|The concert starts at eight.|het|concerten
voorstelling|performance|De voorstelling duurt twee uur.|The performance lasts two hours.|de|voorstellingen
tentoonstelling|exhibition|We bezoeken een tentoonstelling over dieren.|We are visiting an exhibition about animals.|de|tentoonstellingen
festival|festival|Het festival is in het park.|The festival is in the park.|het|festivals
publiek|audience|Het publiek klapt na het lied.|The audience applauds after the song.|het|
podium|stage|De zanger staat op het podium.|The singer is on the stage.|het|podia
artiest|performer / artist|Deze artiest speelt gitaar.|This performer plays guitar.|de|artiesten
zanger|singer|De zanger zingt een nieuw lied.|The singer sings a new song.|de|zangers
acteur|actor|Ik ken die acteur van televisie.|I know that actor from television.|de|acteurs
lied|song|Dit lied gaat over vriendschap.|This song is about friendship.|het|liederen
gitaar|guitar|Mijn zus speelt gitaar.|My sister plays guitar.|de|gitaren
piano|piano|Er staat een piano in de woonkamer.|There is a piano in the living room.|de|piano's
instrument|musical instrument|Welk instrument speel je?|Which instrument do you play?|het|instrumenten
schilderij|painting|Dit schilderij hangt boven de bank.|This painting hangs above the sofa.|het|schilderijen
tekening|drawing|Het kind geeft me een tekening.|The child gives me a drawing.|de|tekeningen
roman|novel|Ik lees een roman over een familie.|I am reading a novel about a family.|de|romans
tijdschrift|magazine|Dit tijdschrift verschijnt elke maand.|This magazine comes out every month.|het|tijdschriften
krant|newspaper|Mijn vader leest de krant.|My father reads the newspaper.|de|kranten
puzzel|puzzle|We maken samen een puzzel.|We do a puzzle together.|de|puzzels
@noun|Sports and games
voetbal|football (sport)|Mijn broer speelt voetbal.|My brother plays football.|het|
tennis|tennis|We spelen tennis op zaterdag.|We play tennis on Saturdays.|het|
basketbal|basketball (sport)|Bij basketbal speel je met twee teams.|In basketball you play with two teams.|het|
volleybal|volleyball (sport)|Op het strand spelen we volleybal.|We play volleyball on the beach.|het|
hockey|hockey|Mijn dochter speelt hockey.|My daughter plays hockey.|het|
wedstrijd|match / competition|De wedstrijd begint om drie uur.|The match starts at three.|de|wedstrijden
speler|player|Elke speler krijgt een shirt.|Every player gets a shirt.|de|spelers
trainer|coach / trainer|De trainer geeft ons een oefening.|The coach gives us an exercise.|de|trainers
scheidsrechter|referee|De scheidsrechter fluit.|The referee blows the whistle.|de|scheidsrechters
doelpunt|goal (scored)|Ons team maakt een doelpunt.|Our team scores a goal.|het|doelpunten
punt|point|We hebben één punt nodig.|We need one point.|het|punten
winnaar|winner|De winnaar krijgt een beker.|The winner receives a cup.|de|winnaars
training|training session|De training is elke woensdag.|Training is every Wednesday.|de|trainingen
sportclub|sports club|Ik ben lid van een sportclub.|I am a member of a sports club.|de|sportclubs
sportschool|gym|Zij gaat twee keer per week naar de sportschool.|She goes to the gym twice a week.|de|sportscholen
stadion|stadium|Het stadion zit helemaal vol.|The stadium is completely full.|het|stadions
veld|field / pitch|De spelers staan op het veld.|The players are on the pitch.|het|velden
net|net|De bal gaat over het net.|The ball goes over the net.|het|netten
racket|racket|Ik leen een racket van de club.|I borrow a racket from the club.|het|rackets
dobbelsteen|die (for games)|Gooi de dobbelsteen om te beginnen.|Roll the die to begin.|de|dobbelstenen
@noun|Services and community
gemeente|municipality / local council|Vraag het formulier bij de gemeente.|Ask the local council for the form.|de|gemeenten
gemeentehuis|town hall|Het gemeentehuis is naast het plein.|The town hall is beside the square.|het|gemeentehuizen
balie|service desk|Meld u bij de balie.|Report to the service desk.|de|balies
loket|service counter|Het loket sluit om vijf uur.|The counter closes at five.|het|loketten
wachtrij|queue|Er staat een lange wachtrij.|There is a long queue.|de|wachtrijen
nummer|number|Wacht tot uw nummer verschijnt.|Wait until your number appears.|het|nummers
informatie|information|Meer informatie staat op de website.|More information is on the website.|de|
advies|advice|De medewerker geeft me advies.|The staff member gives me advice.|het|adviezen
klacht|complaint|Ik heb een klacht over de bezorging.|I have a complaint about the delivery.|de|klachten
probleem|problem|Er is een probleem met de betaling.|There is a problem with the payment.|het|problemen
oplossing|solution|Samen zoeken we een oplossing.|Together we look for a solution.|de|oplossingen
politie|police|De politie helpt bij het ongeluk.|The police help at the accident.|de|
brandweer|fire brigade|De brandweer is snel ter plaatse.|The fire brigade arrives quickly.|de|
post|post / mail|Er ligt post op de mat.|There is mail on the doormat.|de|
postzegel|postage stamp|Plak een postzegel op de envelop.|Put a stamp on the envelope.|de|postzegels
envelop|envelope|Het adres staat op de envelop.|The address is on the envelope.|de|enveloppen
pakket|parcel|Je pakket ligt bij de buren.|Your parcel is at the neighbours'.|het|pakketten
verzekering|insurance|Deze verzekering geldt ook op reis.|This insurance also covers travel.|de|verzekeringen
belasting|tax|Ik betaal belasting over mijn inkomen.|I pay tax on my income.|de|belastingen
boete|fine|Hij krijgt een boete voor fout parkeren.|He gets a fine for illegal parking.|de|boetes
@noun|Landscape and animals
natuur|nature|We genieten van de natuur.|We enjoy nature.|de|
bos|forest|Het pad loopt door het bos.|The path goes through the forest.|het|bossen
berg|mountain|Er ligt sneeuw op de berg.|There is snow on the mountain.|de|bergen
heuvel|hill|We fietsen de heuvel op.|We cycle up the hill.|de|heuvels
rivier|river|Deze rivier loopt door de stad.|This river runs through the city.|de|rivieren
meer|lake|We zwemmen in het meer.|We swim in the lake.|het|meren
eiland|island|We varen naar een klein eiland.|We sail to a small island.|het|eilanden
kust|coast|Aan de kust staat veel wind.|It is very windy on the coast.|de|kusten
duin|dune|Achter het duin ligt het strand.|The beach is behind the dune.|het|duinen
gras|grass|Het gras is nat van de regen.|The grass is wet from the rain.|het|
plant|plant|Geef de plant wat water.|Give the plant some water.|de|planten
blad|leaf / sheet|Er valt een blad van de boom.|A leaf falls from the tree.|het|bladeren
tak|branch|De vogel zit op een tak.|The bird is sitting on a branch.|de|takken
konijn|rabbit|Het konijn eet een wortel.|The rabbit is eating a carrot.|het|konijnen
koe|cow|De koe staat in de wei.|The cow is in the meadow.|de|koeien
schaap|sheep|Het schaap heeft dikke wol.|The sheep has thick wool.|het|schapen
varken|pig|Het varken ligt in de modder.|The pig is lying in the mud.|het|varkens
eend|duck|De eend zwemt in de vijver.|The duck is swimming in the pond.|de|eenden
insect|insect|Er zit een insect op het raam.|There is an insect on the window.|het|insecten
mug|mosquito|Een mug heeft me gestoken.|A mosquito has bitten me.|de|muggen
@noun|Seasons and weather
lente|spring|In de lente bloeien de bomen.|The trees blossom in spring.|de|lentes
zomer|summer|Deze zomer blijven we thuis.|We are staying home this summer.|de|zomers
herfst|autumn|In de herfst vallen de bladeren.|The leaves fall in autumn.|de|herfsten
winter|winter|In de winter wordt het vroeg donker.|It gets dark early in winter.|de|winters
seizoen|season|Welk seizoen vind je het fijnst?|Which season do you like best?|het|seizoenen
temperatuur|temperature|De temperatuur is twintig graden.|The temperature is twenty degrees.|de|temperaturen
graad|degree|Het is vandaag één graad warmer.|It is one degree warmer today.|de|graden
storm|storm|Door de storm rijden er minder treinen.|Fewer trains are running because of the storm.|de|stormen
onweer|thunderstorm|Er komt onweer aan.|A thunderstorm is coming.|het|
mist|fog|Door de mist zie ik weinig.|I cannot see much because of the fog.|de|
bui|shower (rain)|Na deze bui wordt het droog.|It will be dry after this shower.|de|buien
schaduw|shade / shadow|We zitten in de schaduw.|We are sitting in the shade.|de|schaduwen
lucht|air / sky|De lucht zit vol wolken.|The sky is full of clouds.|de|luchten
zonsopgang|sunrise|We staan vroeg op voor de zonsopgang.|We get up early for sunrise.|de|zonsopgangen
zonsondergang|sunset|De zonsondergang is prachtig.|The sunset is beautiful.|de|zonsondergangen
regenboog|rainbow|Na de regen zien we een regenboog.|After the rain we see a rainbow.|de|regenbogen
plas|puddle|Er ligt een grote plas op straat.|There is a large puddle in the street.|de|plassen
modder|mud|Mijn laarzen zitten onder de modder.|My boots are covered in mud.|de|
hitte|heat|Door de hitte slaap ik slecht.|I sleep badly because of the heat.|de|
kou|cold (low temperature)|Trek een jas aan tegen de kou.|Put on a coat against the cold.|de|
@verb|Arranging everyday life
afspreken|to arrange / agree to meet|We spreken af bij de bibliotheek.|We arrange to meet at the library.|i|1|h|afgesproken
afzeggen|to cancel (an arrangement)|Ik moet onze afspraak afzeggen.|I have to cancel our appointment.|i|1|h|afgezegd
aanmelden|to register / sign up|Ik meld me aan voor de cursus.|I am signing up for the course.|r|1|h|aangemeld
afmelden|to deregister / notify absence|Meld je af als je niet komt.|Let them know if you are not coming.|r|1|h|afgemeld
aanvragen|to apply for / request|Ik vraag een nieuw paspoort aan.|I am applying for a new passport.|i|1|h|aangevraagd
invullen|to fill in|Vul je naam en adres in.|Fill in your name and address.|r|1|h|ingevuld
ondertekenen|to sign|Lees het contract voordat je het ondertekent.|Read the contract before you sign it.|r|0|h|ondertekend
regelen|to arrange|Ik regel het vervoer.|I am arranging the transport.|r|0|h|geregeld
plannen|to plan|We plannen onze vakantie.|We are planning our holiday.|r|0|h|gepland
reserveren|to reserve|Ik reserveer een tafel voor twee.|I am reserving a table for two.|r|0|h|gereserveerd
boeken|to book|We boeken een kamer voor één nacht.|We are booking a room for one night.|r|0|h|geboekt
annuleren|to cancel|Ik wil mijn reservering annuleren.|I want to cancel my reservation.|r|0|h|geannuleerd
bevestigen|to confirm|Kunt u de afspraak per e-mail bevestigen?|Could you confirm the appointment by email?|r|0|h|bevestigd
wijzigen|to change / amend|Ik wil mijn adres wijzigen.|I want to change my address.|r|0|h|gewijzigd
controleren|to check|Controleer het nummer op de bon.|Check the number on the receipt.|r|0|h|gecontroleerd
herhalen|to repeat|Kunt u dat herhalen?|Could you repeat that?|r|0|h|herhaald
uitleggen|to explain|De docent legt de regel uit.|The teacher explains the rule.|r|1|h|uitgelegd
opschrijven|to write down|Schrijf het telefoonnummer op.|Write down the telephone number.|i|1|h|opgeschreven
onthouden|to remember / retain|Ik kan je naam goed onthouden.|I can remember your name easily.|i|0|h|onthouden
herinneren|to remember / remind|Ik herinner me die vakantie goed.|I remember that holiday well.|r|0|h|herinnerd
@verb|Home and household
schoonmaken|to clean|Ik maak de badkamer schoon.|I am cleaning the bathroom.|r|1|h|schoongemaakt
opruimen|to tidy up|Ruim je kamer op.|Tidy your room.|r|1|h|opgeruimd
stofzuigen|to vacuum|Op zaterdag stofzuig ik de woonkamer.|On Saturdays I vacuum the living room.|r|0|h|gestofzuigd
vegen|to sweep|Ik veeg de vloer.|I am sweeping the floor.|r|0|h|geveegd
dweilen|to mop|We dweilen de keuken.|We are mopping the kitchen.|r|0|h|gedweild
afwassen|to wash up|Jij kookt en ik was af.|You cook and I wash up.|i|1|h|afgewassen
afdrogen|to dry (with a towel)|Droog de borden af.|Dry the plates.|r|1|h|afgedroogd
drogen|to dry|De was droogt buiten.|The laundry dries outside.|r|0|b|gedroogd
strijken|to iron|Ik strijk mijn overhemd.|I am ironing my shirt.|i|0|h|gestreken
ophangen|to hang up|Hang je jas op.|Hang up your coat.|i|1|h|opgehangen
vouwen|to fold|Ik vouw de handdoeken.|I am folding the towels.|i|0|h|gevouwen
sorteren|to sort|Sorteer de was op kleur.|Sort the laundry by colour.|r|0|h|gesorteerd
weggooien|to throw away|Gooi oud papier in deze bak.|Throw waste paper in this bin.|r|1|h|weggegooid
bewaren|to keep / store|Bewaar de bon goed.|Keep the receipt safe.|r|0|h|bewaard
verhuizen|to move house|We verhuizen volgende maand.|We are moving house next month.|r|0|z|verhuisd
huren|to rent|We huren een appartement.|We rent an apartment.|r|0|h|gehuurd
verhuren|to rent out|Zij verhuurt een kamer.|She rents out a room.|r|0|h|verhuurd
repareren|to repair|De monteur repareert de kraan.|The plumber repairs the tap.|r|0|h|gerepareerd
vervangen|to replace|Ik vervang de lege batterij.|I am replacing the flat battery.|i|0|h|vervangen
schilderen|to paint|We schilderen de muur wit.|We are painting the wall white.|r|0|h|geschilderd
@verb|Cooking and shopping
snijden|to cut|Snijd de ui in kleine stukjes.|Cut the onion into small pieces.|i|0|h|gesneden
schillen|to peel|Ik schil de aardappelen.|I am peeling the potatoes.|r|0|h|geschild
roeren|to stir|Roer de soep even.|Stir the soup for a moment.|r|0|h|geroerd
mengen|to mix|Meng de olie met de azijn.|Mix the oil with the vinegar.|r|0|h|gemengd
proeven|to taste (try food)|Proef de saus even.|Taste the sauce.|r|0|h|geproefd
smaken|to taste (have a flavour)|De soep smaakt goed.|The soup tastes good.|r|0|h|gesmaakt
ruiken|to smell|Ik ruik vers brood.|I can smell fresh bread.|i|0|h|geroken
lusten|to like (food)|Lust je spinazie?|Do you like spinach?|r|0|h|gelust
bestellen|to order|We bestellen twee koppen koffie.|We order two cups of coffee.|r|0|h|besteld
serveren|to serve (food)|Ze serveren hier verse vis.|They serve fresh fish here.|r|0|h|geserveerd
opwarmen|to heat up|Ik warm de soep op.|I am heating up the soup.|r|1|h|opgewarmd
afkoelen|to cool down|Laat de taart eerst afkoelen.|Let the cake cool first.|r|1|b|afgekoeld
wegen|to weigh|Weeg de appels bij de kassa.|Weigh the apples at the checkout.|i|0|h|gewogen
meten|to measure|Ik meet de lengte van de tafel.|I measure the length of the table.|i|0|h|gemeten
passen|to fit / try on|Mag ik deze jas passen?|May I try on this coat?|r|0|h|gepast
ruilen|to exchange|Kan ik deze broek ruilen?|Can I exchange these trousers?|r|0|h|geruild
terugbrengen|to take back / return|Ik breng de schoenen terug.|I am taking the shoes back.|i|1|h|teruggebracht
verkopen|to sell|De winkel verkoopt ook fietsen.|The shop also sells bicycles.|i|0|h|verkocht
pinnen|to pay by debit card / withdraw cash|Kan ik hier pinnen?|Can I pay by debit card here?|r|0|h|gepind
sparen|to save (money)|Ik spaar voor een nieuwe fiets.|I am saving for a new bicycle.|r|0|h|gespaard
@verb|Travel and getting around
vertrekken|to depart|De trein vertrekt over vijf minuten.|The train leaves in five minutes.|i|0|z|vertrokken
aankomen|to arrive|We komen om twaalf uur aan.|We arrive at twelve.|i|1|z|aangekomen
instappen|to get in / board|Stap vooraan in de bus in.|Board the bus at the front.|r|1|z|ingestapt
uitstappen|to get out / alight|We stappen bij het museum uit.|We get off at the museum.|r|1|z|uitgestapt
overstappen|to change (transport)|Je moet in Utrecht overstappen.|You have to change in Utrecht.|r|1|z|overgestapt
oversteken|to cross|Steek over bij het verkeerslicht.|Cross at the traffic lights.|i|1|z|overgestoken
parkeren|to park|Je mag hier niet parkeren.|You may not park here.|r|0|h|geparkeerd
tanken|to refuel|We tanken voor de lange rit.|We fill up before the long drive.|r|0|h|getankt
remmen|to brake|Rem op tijd voor de bocht.|Brake in time for the bend.|r|0|h|geremd
volgen|to follow|Volg de borden naar het centrum.|Follow the signs to the centre.|r|0|h|gevolgd
missen|to miss|Ik heb de bus gemist.|I have missed the bus.|r|0|h|gemist
verdwalen|to get lost|We zijn in de stad verdwaald.|We got lost in the city.|r|0|z|verdwaald
terugkomen|to come back|Wanneer kom je terug?|When are you coming back?|i|1|z|teruggekomen
meenemen|to take along|Neem je paspoort mee.|Take your passport with you.|i|1|h|meegenomen
ophalen|to pick up / collect|Ik haal je bij het station op.|I will pick you up at the station.|r|1|h|opgehaald
inchecken|to check in|We checken online in.|We check in online.|r|1|h|ingecheckt
uitchecken|to check out|We moeten voor elf uur uitchecken.|We have to check out before eleven.|r|1|h|uitgecheckt
varen|to sail / travel by boat|We varen naar het eiland.|We sail to the island.|i|0|b|gevaren
kamperen|to camp|Deze zomer kamperen we bij zee.|This summer we are camping by the sea.|r|0|h|gekampeerd
overnachten|to stay overnight|We overnachten in een klein hotel.|We stay overnight in a small hotel.|r|0|h|overnacht
@verb|Communication
mailen|to email|Ik mail je de informatie.|I will email you the information.|r|0|h|gemaild
appen|to send a chat message|App me als je er bent.|Message me when you arrive.|r|0|h|geappt
typen|to type|Typ je wachtwoord in het vak.|Type your password in the box.|r|0|h|getypt
printen|to print|Kun je dit formulier printen?|Can you print this form?|r|0|h|geprint
kopiëren|to copy|Ik kopieer de tekst.|I copy the text.|r|0|h|gekopieerd
delen|to share|We delen de foto's met familie.|We share the photos with family.|r|0|h|gedeeld
downloaden|to download|Ik download het bestand.|I download the file.|r|0|h|gedownload
uploaden|to upload|Upload een duidelijke foto.|Upload a clear photo.|r|0|h|geüpload
opslaan|to save (a file)|Sla het bestand eerst op.|Save the file first.|i|1|h|opgeslagen
verwijderen|to remove / delete|Ik verwijder een oud bericht.|I delete an old message.|r|0|h|verwijderd
inloggen|to log in|Log in met je e-mailadres.|Log in with your email address.|r|1|h|ingelogd
uitloggen|to log out|Vergeet niet uit te loggen.|Do not forget to log out.|r|1|h|uitgelogd
opbellen|to telephone someone|Ik bel de huisarts op.|I phone the GP.|r|1|h|opgebeld
terugbellen|to call back|Kunt u mij straks terugbellen?|Could you call me back later?|r|1|h|teruggebeld
doorverbinden|to put through (telephone)|Ik verbind u door met mijn collega.|I will put you through to my colleague.|i|1|h|doorverbonden
reageren|to respond|Zij reageert snel op mijn bericht.|She responds quickly to my message.|r|0|h|gereageerd
bespreken|to discuss|We bespreken het plan morgen.|We will discuss the plan tomorrow.|i|0|h|besproken
bedoelen|to mean / intend|Wat bedoel je precies?|What exactly do you mean?|r|0|h|bedoeld
beloven|to promise|Ik beloof dat ik op tijd kom.|I promise to arrive on time.|r|0|h|beloofd
uitnodigen|to invite|We nodigen onze buren uit.|We invite our neighbours.|r|1|h|uitgenodigd
@verb|Movement and handling things
bewegen|to move|Je moet elke dag bewegen.|You need to move every day.|i|0|h|bewogen
rennen|to run|De kinderen rennen naar het plein.|The children run to the square.|r|0|b|gerend
springen|to jump|De hond springt over de plas.|The dog jumps over the puddle.|i|0|b|gesprongen
klimmen|to climb|Het kind klimt in de boom.|The child climbs into the tree.|i|0|b|geklommen
vallen|to fall|Pas op dat je niet valt.|Be careful not to fall.|i|0|z|gevallen
doorlopen|to keep walking|Loop door tot het kruispunt.|Keep walking until the junction.|i|1|b|doorgelopen
bukken|to bend down|Ik buk om mijn sleutel te pakken.|I bend down to pick up my key.|r|0|h|gebukt
buigen|to bend|Buig je knieën een beetje.|Bend your knees a little.|i|0|h|gebogen
draaien|to turn|Draai de sleutel naar rechts.|Turn the key to the right.|r|0|h|gedraaid
duwen|to push|Duw de deur voorzichtig open.|Push the door open carefully.|r|0|h|geduwd
trekken|to pull|Trek aan het touw.|Pull the rope.|i|0|h|getrokken
tillen|to lift|Kun je deze doos tillen?|Can you lift this box?|r|0|h|getild
gooien|to throw|Gooi de bal naar je vriend.|Throw the ball to your friend.|r|0|h|gegooid
vangen|to catch|Zij vangt de bal.|She catches the ball.|i|0|h|gevangen
rollen|to roll|De bal rolt onder de bank.|The ball rolls under the sofa.|r|0|b|gerold
schuiven|to slide / shift|Schuif de stoel dichterbij.|Move the chair closer.|i|0|h|geschoven
hangen|to hang|De jas hangt aan de kapstok.|The coat hangs on the coat rack.|i|0|h|gehangen
steken|to put / insert|Steek de sleutel in het slot.|Put the key in the lock.|i|0|h|gestoken
aanraken|to touch|Raak de hete pan niet aan.|Do not touch the hot pan.|r|1|h|aangeraakt
loslaten|to let go|Laat mijn hand niet los.|Do not let go of my hand.|i|1|h|losgelaten
@verb|Personal care
aantrekken|to put on (clothes)|Trek je jas aan.|Put your coat on.|i|1|h|aangetrokken
uittrekken|to take off (clothes)|Trek je natte schoenen uit.|Take off your wet shoes.|i|1|h|uitgetrokken
uitkleden|to undress|Het kind kleedt zich uit.|The child gets undressed.|r|1|h|uitgekleed
omkleden|to change clothes|Ik kleed me om voor het sporten.|I change clothes before exercising.|r|1|h|omgekleed
poetsen|to brush / polish|Ik poets mijn tanden.|I brush my teeth.|r|0|h|gepoetst
kammen|to comb|Kam je haar voor je weggaat.|Comb your hair before you leave.|r|0|h|gekamd
scheren|to shave|Hij scheert zich elke ochtend.|He shaves every morning.|i|0|h|geschoren
knippen|to cut (with scissors)|De kapper knipt mijn haar.|The hairdresser cuts my hair.|r|0|h|geknipt
smeren|to spread / apply|Ik smeer boter op mijn brood.|I spread butter on my bread.|r|0|h|gesmeerd
ademen|to breathe|Adem rustig door.|Keep breathing calmly.|r|0|h|geademd
hoesten|to cough|Ik moet veel hoesten.|I have to cough a lot.|r|0|h|gehoest
niezen|to sneeze|Door het stof moet ik niezen.|The dust makes me sneeze.|r|0|h|geniesd
zweten|to sweat|Na het rennen zweet ik.|After running I sweat.|r|0|h|gezweet
bloeden|to bleed|Mijn vinger bloedt een beetje.|My finger is bleeding a little.|r|0|h|gebloed
bezeren|to hurt / injure|Ik heb mijn knie bezeerd.|I have hurt my knee.|r|0|h|bezeerd
rusten|to rest|Ik rust even na de wandeling.|I rest for a while after the walk.|r|0|h|gerust
ontspannen|to relax|Ik ontspan me met een boek.|I relax with a book.|i|0|h|ontspannen
verzorgen|to care for|Zij verzorgt haar zieke moeder.|She cares for her ill mother.|r|0|h|verzorgd
genezen|to heal / recover|De wond geneest goed.|The wound is healing well.|i|0|b|genezen
