@noun|People and family
donker|dark|Deze kamer is donker.|This room is dark.|donkere|donkerder|donkerst
sterk|strong|Mijn broer is sterk.|My brother is strong.|sterke|sterker|sterkst
zwak|weak|Ik voel me nog zwak.|I still feel weak.|zwakke|zwakker|zwakst
belangrijk|important|Dit is een belangrijke vraag.|This is an important question.|belangrijke|belangrijker|belangrijkst
@pronoun|People and questions
ik|I|Ik woon hier.|I live here.
jij|you (singular, informal)|Waar woon jij?|Where do you live?
u|you (formal)|Wilt u koffie?|Would you like coffee?
hij|he|Hij werkt vandaag.|He is working today.
zij|she / they|Zij is mijn zus.|She is my sister.
wij|we|Wij gaan naar huis.|We are going home.
jullie|you (plural)|Komen jullie ook?|Are you coming too?
het|it|Het is een mooi boek.|It is a beautiful book.
dit|this (with het-words)|Dit boek is nieuw.|This book is new.
dat|that (with het-words)|Dat huis is groot.|That house is big.
deze|this / these|Deze stoel is vrij.|This chair is free.
die|that / those|Die jas is van mij.|That coat is mine.
mijn|my|Dit is mijn fiets.|This is my bicycle.
jouw|your (singular, informal)|Is dat jouw tas?|Is that your bag?
uw|your (formal)|Wat is uw naam?|What is your name?
ons|our (with singular het-words)|Ons huis is klein.|Our house is small.
hun|their|Hun kinderen spelen buiten.|Their children are playing outside.
wie|who|Wie is die man?|Who is that man?
wat|what|Wat wil je drinken?|What would you like to drink?
welke|which|Welke bus neem je?|Which bus are you taking?
@preposition|Position and direction
in|in|De melk staat in de koelkast.|The milk is in the fridge.
op|on|Het boek ligt op tafel.|The book is on the table.
aan|at / on (attached)|De foto hangt aan de muur.|The photo hangs on the wall.
bij|at / near|Ik wacht bij de deur.|I am waiting by the door.
met|with|Ik ga met mijn broer.|I am going with my brother.
zonder|without|Ik drink koffie zonder melk.|I drink coffee without milk.
voor|for / in front of|Dit cadeau is voor jou.|This present is for you.
achter|behind|De fiets staat achter het huis.|The bicycle is behind the house.
naast|next to|Ik zit naast mijn vriend.|I am sitting next to my friend.
onder|under|De kat ligt onder de tafel.|The cat is under the table.
boven|above|De lamp hangt boven de tafel.|The lamp hangs above the table.
naar|to (direction)|We gaan naar school.|We are going to school.
van|of / from|Dit is de fiets van mijn zus.|This is my sister's bicycle.
uit|from / out of|Ik kom uit Engeland.|I come from England.
@conjunction|Joining ideas
en|and|Ik drink thee en water.|I drink tea and water.
of|or|Wil je thee of koffie?|Would you like tea or coffee?
maar|but|Ik wil komen, maar ik werk.|I want to come, but I am working.
want|because (coordinating)|Ik blijf thuis, want ik ben ziek.|I am staying home because I am ill.
omdat|because (subordinating)|Ik eet omdat ik honger heb.|I am eating because I am hungry.
als|if / when|Bel me als je thuis bent.|Call me when you are home.
@adverb|Time and place
hier|here|Kom hier zitten.|Come and sit here.
daar|there|Mijn fiets staat daar.|My bicycle is over there.
waar|where|Waar is het station?|Where is the station?
wanneer|when|Wanneer begint de les?|When does the lesson start?
waarom|why|Waarom lach je?|Why are you laughing?
hoe|how|Hoe gaat het?|How are you?
nu|now|Ik moet nu gaan.|I have to go now.
vandaag|today|Vandaag ben ik vrij.|I am off today.
morgen|tomorrow|Tot morgen!|See you tomorrow!
gisteren|yesterday|Gisteren was ik thuis.|I was at home yesterday.
altijd|always|Ik eet altijd ontbijt.|I always eat breakfast.
vaak|often|We fietsen vaak samen.|We often cycle together.
soms|sometimes|Soms neem ik de bus.|Sometimes I take the bus.
nooit|never|Ik drink nooit koffie.|I never drink coffee.
al|already|Ben je al klaar?|Are you ready already?
nog|still / yet|Ik ben nog niet klaar.|I am not ready yet.
opnieuw|again|Lees de zin opnieuw.|Read the sentence again.
@pronoun|Things
niets|nothing|Er zit niets in de tas.|There is nothing in the bag.
iets|something|Wil je iets drinken?|Would you like something to drink?
@adverb|Useful modifiers
er|there (existential)|Er staat een fiets buiten.|There is a bicycle outside.
heel|very|Dit boek is heel leuk.|This book is very enjoyable.
erg|very|Het is erg koud.|It is very cold.
ook|also / too|Ik kom ook.|I am coming too.
alleen|alone / only|Ik woon alleen.|I live alone.
niet|not|Ik weet het niet.|I do not know.
wel|indeed / affirmative contrast|Ik drink geen koffie, maar wel thee.|I do not drink coffee, but I do drink tea.
graag|gladly / like to|Ik lees graag.|I like reading.
misschien|perhaps|Misschien kom ik morgen.|Perhaps I will come tomorrow.
samen|together|We koken samen.|We cook together.
bijna|almost|De les is bijna klaar.|The lesson is almost finished.
@numeral|Numbers
nul|zero|Het is nul graden.|It is zero degrees.
half|half|Ik eet een half broodje.|I am eating half a bread roll.
twee|two|Wij hebben twee katten.|We have two cats.
drie|three|Er staan drie fietsen.|There are three bicycles.
vier|four|De tafel heeft vier poten.|The table has four legs.
vijf|five|Ik werk vijf dagen.|I work five days.
zes|six|Het is zes uur.|It is six o'clock.
zeven|seven|Een week heeft zeven dagen.|A week has seven days.
acht|eight|Er zijn acht stoelen.|There are eight chairs.
negen|nine|De winkel opent om negen uur.|The shop opens at nine.
tien|ten|Dat kost tien euro.|That costs ten euros.
elf|eleven|Mijn zoon is elf jaar.|My son is eleven years old.
twaalf|twelve|Het is twaalf uur.|It is twelve o'clock.
dertien|thirteen|Bus dertien stopt hier.|Bus thirteen stops here.
veertien|fourteen|De cursus duurt veertien dagen.|The course lasts fourteen days.
vijftien|fifteen|Ik wacht vijftien minuten.|I will wait fifteen minutes.
zestien|sixteen|Zij is zestien jaar.|She is sixteen years old.
zeventien|seventeen|Er zitten zeventien mensen in de bus.|There are seventeen people on the bus.
achttien|eighteen|Hij is achttien jaar.|He is eighteen years old.
negentien|nineteen|De tas kost negentien euro.|The bag costs nineteen euros.
twintig|twenty|Ik leer twintig woorden.|I am learning twenty words.
dertig|thirty|De reis duurt dertig minuten.|The journey takes thirty minutes.
veertig|forty|Mijn moeder is veertig jaar.|My mother is forty years old.
vijftig|fifty|Dat is vijftig euro.|That is fifty euros.
zestig|sixty|Een uur heeft zestig minuten.|An hour has sixty minutes.
zeventig|seventy|Oma is zeventig jaar.|Grandma is seventy years old.
tachtig|eighty|Het kaartje kost tachtig euro.|The ticket costs eighty euros.
negentig|ninety|De film duurt negentig minuten.|The film lasts ninety minutes.
honderd|hundred|Ik heb honderd euro.|I have a hundred euros.
duizend|thousand|Hier wonen duizend mensen.|A thousand people live here.
@particle|Articles and responses
de|the (de-words and plurals)|De hond slaapt.|The dog is sleeping.
een|a / an|Ik heb een fiets.|I have a bicycle.
geen|no / not a|Ik heb geen auto.|I do not have a car.
ja|yes|Ja, ik kom.|Yes, I am coming.
nee|no|Nee, dank je.|No, thank you.
@expression|Greetings and politeness
bedankt|thanks|Bedankt voor je hulp.|Thanks for your help.
alstublieft|please / here you are (formal)|Een thee, alstublieft.|A tea, please.
alsjeblieft|please / here you are (informal)|Help me alsjeblieft.|Please help me.
hallo|hello|Hallo, hoe heet je?|Hello, what is your name?
goedemorgen|good morning|Goedemorgen, hebt u goed geslapen?|Good morning, did you sleep well?
goedemiddag|good afternoon|Goedemiddag, kan ik u helpen?|Good afternoon, can I help you?
goedenavond|good evening|Goedenavond, kom binnen.|Good evening, come in.
welterusten|good night (before sleep)|Welterusten, tot morgen.|Good night, see you tomorrow.
tot ziens|goodbye|Tot ziens, fijne dag!|Goodbye, have a nice day!
doei|bye (informal)|Doei, ik ga naar huis.|Bye, I am going home.
sorry|sorry|Sorry, ik ben te laat.|Sorry, I am late.
pardon|excuse me|Pardon, waar is het station?|Excuse me, where is the station?
welkom|welcome|Welkom in ons huis.|Welcome to our home.
eet smakelijk|enjoy your meal|Het eten is klaar. Eet smakelijk!|The food is ready. Enjoy your meal!
gezondheid|bless you (after a sneeze)|Je niest. Gezondheid!|You are sneezing. Bless you!
